"","bio_var","Class1","Class2","Class3"
"883","OG0001072",NA,NA,NA
"884","OG0001073",NA,NA,NA
"885","OG0001074",NA,NA,NA
"886","OG0001075",NA,NA,NA
"887","OG0001076",NA,NA,NA
"888","OG0001077",NA,NA,NA
"889","OG0001078",NA,NA,NA
"890","OG0001079",NA,NA,NA
"892","OG0001081",NA,NA,NA
"893","OG0001082",NA,NA,NA
"894","OG0001083",NA,NA,NA
"897","OG0001086",NA,NA,NA
"899","OG0001088",NA,NA,NA
"900","OG0001089",NA,NA,NA
"901","OG0001090","cell wall development",NA,"cellulose biosynthesis"
"902","OG0001091",NA,NA,NA
"903","OG0001092",NA,NA,NA
"904","OG0001093","photosynthesis",NA,NA
"906","OG0001095",NA,NA,NA
"907","OG0001096",NA,NA,NA
"908","OG0001097",NA,NA,NA
"909","OG0001098",NA,NA,NA
"910","OG0001099",NA,NA,NA
"911","OG0001100",NA,NA,NA
"912","OG0001102",NA,NA,NA
"913","OG0001104",NA,NA,NA
"914","OG0001105",NA,NA,NA
"915","OG0001118",NA,NA,NA
"916","OG0001119",NA,NA,NA
"917","OG0001120",NA,NA,NA
"919","OG0001122",NA,NA,NA
"920","OG0001123",NA,NA,NA
"921","OG0001125",NA,NA,NA
"922","OG0001126",NA,NA,NA
"923","OG0001128",NA,NA,NA
"924","OG0001129",NA,NA,NA
"926","OG0001131",NA,NA,NA
"927","OG0001132",NA,NA,NA
"928","OG0001133",NA,NA,NA
"930","OG0001135",NA,NA,NA
"931","OG0001136","photosynthesis",NA,NA
"932","OG0001137",NA,NA,NA
"934","OG0001139",NA,NA,NA
"935","OG0001140",NA,NA,NA
"936","OG0001141",NA,NA,NA
"937","OG0001142",NA,NA,NA
"938","OG0001143",NA,NA,NA
"939","OG0001144",NA,NA,NA
"941","OG0001147","TF","NAC",NA
"942","OG0001148",NA,NA,NA
"943","OG0001149","photosynthesis","C4 cycle",NA
"945","OG0001151",NA,NA,NA
"946","OG0001152",NA,NA,NA
"947","OG0001153",NA,NA,NA
"948","OG0001154",NA,NA,NA
"950","OG0001156",NA,NA,NA
"952","OG0001159",NA,NA,NA
"953","OG0001160",NA,NA,NA
"954","OG0001161",NA,NA,NA
"955","OG0001162",NA,NA,NA
"956","OG0001163",NA,NA,NA
"957","OG0001165",NA,NA,NA
"958","OG0001166",NA,NA,NA
"959","OG0001167","TF","TALE",NA
"960","OG0001168",NA,NA,NA
"961","OG0001169",NA,NA,NA
"962","OG0001170","cell wall development",NA,"cellulose biosynthesis"
"963","OG0001171","TF","C2H2",NA
"964","OG0001172",NA,NA,NA
"965","OG0001173",NA,NA,NA
"966","OG0001174",NA,NA,NA
"967","OG0001175",NA,NA,NA
"968","OG0001176",NA,NA,NA
"970","OG0001178",NA,NA,NA
"972","OG0001180",NA,NA,NA
"973","OG0001181",NA,NA,NA
"974","OG0001182",NA,NA,NA
"975","OG0001183",NA,NA,NA
"976","OG0001184",NA,NA,NA
"977","OG0001185",NA,NA,NA
"978","OG0001186",NA,NA,NA
"979","OG0001187",NA,NA,NA
"980","OG0001188","cell wall development",NA,"lignin biosynthesis"
"981","OG0001189",NA,NA,NA
"982","OG0001190",NA,NA,NA
"983","OG0001191",NA,NA,NA
"984","OG0001192","cell wall development",NA,"cellulose biosynthesis"
"985","OG0001193","TF","GeBP",NA
"986","OG0001194",NA,NA,NA
"988","OG0001196",NA,NA,NA
"989","OG0001197",NA,NA,NA
"990","OG0001198",NA,NA,NA
"991","OG0001199",NA,NA,NA
"993","OG0001201",NA,NA,NA
"994","OG0001202",NA,NA,NA
"996","OG0001204",NA,NA,NA
"997","OG0001205",NA,NA,NA
"998","OG0001206",NA,NA,NA
"999","OG0001226",NA,NA,NA
"1000","OG0001227",NA,NA,NA
"1001","OG0001228",NA,NA,NA
"1003","OG0001230",NA,NA,NA
"1006","OG0001236",NA,NA,NA
"1007","OG0001237","TF","HD-ZIP",NA
"1008","OG0001238","TF","NAC",NA
"1009","OG0001239",NA,NA,NA
"1010","OG0001240","cell wall development",NA,"cellulose biosynthesis"
"1013","OG0001243",NA,NA,NA
"1014","OG0001244",NA,NA,NA
"1015","OG0001245",NA,NA,NA
"1016","OG0001246",NA,NA,NA
"1017","OG0001248",NA,NA,NA
"1018","OG0001249",NA,NA,NA
"1023","OG0001255",NA,NA,NA
"1024","OG0001256",NA,NA,NA
"1025","OG0001257",NA,NA,NA
"1026","OG0001258","cell wall development",NA,"lignin biosynthesis"
"1027","OG0001259","TF","ERF",NA
"1028","OG0001260",NA,NA,NA
"1029","OG0001261",NA,NA,NA
"1030","OG0001262",NA,NA,NA
"1031","OG0001263",NA,NA,NA
"1032","OG0001264",NA,NA,NA
"1033","OG0001265",NA,NA,NA
"1035","OG0001267",NA,NA,NA
"1036","OG0001268",NA,NA,NA
"1037","OG0001269",NA,NA,NA
"1038","OG0001270",NA,NA,NA
"1039","OG0001271",NA,NA,NA
"1040","OG0001272",NA,NA,NA
"1041","OG0001273",NA,NA,NA
"1042","OG0001274",NA,NA,NA
"1043","OG0001275",NA,NA,NA
"1044","OG0001276",NA,NA,NA
"1045","OG0001277",NA,NA,NA
"1046","OG0001278",NA,NA,NA
"1047","OG0001279",NA,NA,NA
"1048","OG0001280",NA,NA,NA
"1049","OG0001281","TF","CO-like",NA
"1050","OG0001282",NA,NA,NA
"1051","OG0001283",NA,NA,NA
"1053","OG0001285",NA,NA,NA
"1054","OG0001286",NA,NA,NA
"1055","OG0001287",NA,NA,NA
"1058","OG0001290","TF","HSF",NA
"1059","OG0001291",NA,NA,NA
"1060","OG0001292",NA,NA,NA
"1061","OG0001293","TF","bHLH",NA
"1062","OG0001294","TF","HD-ZIP",NA
"1063","OG0001295","TF","CAMTA",NA
"1064","OG0001296",NA,NA,NA
"1066","OG0001298",NA,NA,NA
"1067","OG0001300",NA,NA,NA
"1068","OG0001301",NA,NA,NA
"1069","OG0001302",NA,NA,NA
"1070","OG0001303",NA,NA,NA
"1071","OG0001304",NA,NA,NA
"1072","OG0001305",NA,NA,NA
"1073","OG0001306",NA,NA,NA
"1074","OG0001307",NA,NA,NA
"1075","OG0001308",NA,NA,NA
"1076","OG0001309",NA,NA,NA
"1077","OG0001310",NA,NA,NA
"1078","OG0001311",NA,NA,NA
"1082","OG0001316",NA,NA,NA
"1083","OG0001317","photosynthesis",NA,NA
"1084","OG0001318",NA,NA,NA
"1085","OG0001319",NA,NA,NA
"1086","OG0001320",NA,NA,NA
"1087","OG0001321",NA,NA,NA
"1088","OG0001322",NA,NA,NA
"1089","OG0001323",NA,NA,NA
"1090","OG0001324",NA,NA,NA
"1091","OG0001325",NA,NA,NA
"1092","OG0001326",NA,NA,NA
"1093","OG0001327",NA,NA,NA
"1094","OG0001328",NA,NA,NA
"1095","OG0001329",NA,NA,NA
"1096","OG0001330",NA,NA,NA
"1097","OG0001332",NA,NA,NA
"1098","OG0001333",NA,NA,NA
"1100","OG0001335",NA,NA,NA
"1101","OG0001336",NA,NA,NA
"1102","OG0001337",NA,NA,NA
"1104","OG0001339",NA,NA,NA
"1107","OG0001342",NA,NA,NA
"1109","OG0001344",NA,NA,NA
"1110","OG0001355",NA,NA,NA
"1111","OG0001356","TF","LBD",NA
"1113","OG0001359",NA,NA,NA
"1114","OG0001360",NA,NA,NA
"1115","OG0001363",NA,NA,NA
"1116","OG0001364",NA,NA,NA
"1118","OG0001366",NA,NA,NA
"1120","OG0001368",NA,NA,NA
"1121","OG0001369",NA,NA,NA
"1122","OG0001370",NA,NA,NA
"1123","OG0001371",NA,NA,NA
"1124","OG0001372",NA,NA,NA
"1125","OG0001373",NA,NA,NA
"1126","OG0001374",NA,NA,NA
"1127","OG0001375",NA,NA,NA
"1128","OG0001376",NA,NA,NA
"1129","OG0001377",NA,NA,NA
"1130","OG0001378",NA,NA,NA
"1131","OG0001379",NA,NA,NA
"1132","OG0001380",NA,NA,NA
"1133","OG0001381",NA,NA,NA
"1134","OG0001383",NA,NA,NA
"1135","OG0001384",NA,NA,NA
"1136","OG0001385",NA,NA,NA
"1137","OG0001386",NA,NA,NA
"1139","OG0001388",NA,NA,NA
"1140","OG0001390",NA,NA,NA
"1141","OG0001391",NA,NA,NA
"1142","OG0001392","TF","NAC",NA
"1143","OG0001393","cell wall development",NA,"lignin biosynthesis"
"1144","OG0001395",NA,NA,NA
"1145","OG0001396",NA,NA,NA
"1146","OG0001397",NA,NA,NA
"1148","OG0001399",NA,NA,NA
"1149","OG0001400","TF","CO-like",NA
"1151","OG0001402",NA,NA,NA
"1152","OG0001403",NA,NA,NA
"1154","OG0001405",NA,NA,NA
"1155","OG0001406",NA,NA,NA
"1157","OG0001409",NA,NA,NA
"1158","OG0001410",NA,NA,NA
"1159","OG0001411","TF","bZIP",NA
"1160","OG0001412",NA,NA,NA
"1161","OG0001413",NA,NA,NA
"1162","OG0001414",NA,NA,NA
"1163","OG0001415",NA,NA,NA
"1166","OG0001418",NA,NA,NA
"1167","OG0001419",NA,NA,NA
"1168","OG0001420","TF","WRKY",NA
"1169","OG0001421",NA,NA,NA
"1171","OG0001423",NA,NA,NA
"1173","OG0001425",NA,NA,NA
"1174","OG0001426",NA,NA,NA
"1175","OG0001427",NA,NA,NA
"1176","OG0001428",NA,NA,NA
"1177","OG0001429",NA,NA,NA
"1178","OG0001430",NA,NA,NA
"1179","OG0001431",NA,NA,NA
"1181","OG0001433",NA,NA,NA
"1182","OG0001435",NA,NA,NA
"1183","OG0001436",NA,NA,NA
"1184","OG0001437",NA,NA,NA
"1185","OG0001438",NA,NA,NA
"1186","OG0001439",NA,NA,NA
"1187","OG0001441","TF","B3",NA
"1188","OG0001442","TF","WRKY",NA
"1189","OG0001444",NA,NA,NA
"1190","OG0001445",NA,NA,NA
"1192","OG0001447",NA,NA,NA
"1193","OG0001448",NA,NA,NA
"1194","OG0001449",NA,NA,NA
"1195","OG0001450",NA,NA,NA
"1197","OG0001452",NA,NA,NA
"1198","OG0001453","TF","C3H",NA
"1199","OG0001454",NA,NA,NA
"1201","OG0001456",NA,NA,NA
"1202","OG0001457",NA,NA,NA
"1204","OG0001460",NA,NA,NA
"1205","OG0001461",NA,NA,NA
"1206","OG0001462",NA,NA,NA
"1207","OG0001463",NA,NA,NA
"1209","OG0001466",NA,NA,NA
"1210","OG0001467",NA,NA,NA
"1211","OG0001468",NA,NA,NA
"1213","OG0001470",NA,NA,NA
"1214","OG0001471",NA,NA,NA
"1215","OG0001472",NA,NA,NA
"1216","OG0001473","TF","CO-like",NA
"1217","OG0001474",NA,NA,NA
"1218","OG0001475",NA,NA,NA
"1219","OG0001476",NA,NA,NA
"1220","OG0001477",NA,NA,NA
"1221","OG0001478",NA,NA,NA
"1222","OG0001479",NA,NA,NA
"1225","OG0001482",NA,NA,NA
"1226","OG0001483",NA,NA,NA
"1228","OG0001485",NA,NA,NA
"1230","OG0001487",NA,NA,NA
"1231","OG0001488",NA,NA,NA
"1232","OG0001489",NA,NA,NA
"1233","OG0001490",NA,NA,NA
"1234","OG0001491","TF","MYB_related",NA
"1235","OG0001492",NA,NA,NA
"1236","OG0001493",NA,NA,NA
"1238","OG0001495",NA,NA,NA
"1239","OG0001496",NA,NA,NA
"1241","OG0001498",NA,NA,NA
"1242","OG0001499",NA,NA,NA
"1243","OG0001500",NA,NA,NA
"1244","OG0001501",NA,NA,NA
"1245","OG0001502",NA,NA,NA
"1246","OG0001503",NA,NA,NA
"1247","OG0001504",NA,NA,NA
"1248","OG0001505",NA,NA,NA
"1249","OG0001519",NA,NA,NA
"1250","OG0001520",NA,NA,NA
"1252","OG0001522",NA,NA,NA
"1253","OG0001523",NA,NA,NA
"1254","OG0001524",NA,NA,NA
"1256","OG0001527",NA,NA,NA
"1257","OG0001529",NA,NA,NA
"1259","OG0001531",NA,NA,NA
"1260","OG0001533",NA,NA,NA
"1263","OG0001536",NA,NA,NA
"1265","OG0001538",NA,NA,NA
"1266","OG0001539",NA,NA,NA
"1267","OG0001540",NA,NA,NA
"1268","OG0001541",NA,NA,NA
"1269","OG0001542",NA,NA,NA
"1270","OG0001543",NA,NA,NA
"1271","OG0001544",NA,NA,NA
"1272","OG0001545",NA,NA,NA
"1273","OG0001546",NA,NA,NA
"1274","OG0001547",NA,NA,NA
"1275","OG0001548",NA,NA,NA
"1276","OG0001549","cell wall development",NA,"cell wall expansion"
"1277","OG0001551",NA,NA,NA
"1279","OG0001553","photosynthesis","C4 cycle",NA
"1281","OG0001557",NA,NA,NA
"1283","OG0001559",NA,NA,NA
"1284","OG0001560",NA,NA,NA
"1285","OG0001561",NA,NA,NA
"1286","OG0001562",NA,NA,NA
"1287","OG0001563",NA,NA,NA
"1288","OG0001565",NA,NA,NA
"1289","OG0001566",NA,NA,NA
"1290","OG0001567",NA,NA,NA
"1291","OG0001568","photosynthesis","CBB cycle",NA
"1292","OG0001569",NA,NA,NA
"1293","OG0001571",NA,NA,NA
"1294","OG0001572",NA,NA,NA
"1295","OG0001573",NA,NA,NA
"1297","OG0001575",NA,NA,NA
"1298","OG0001576",NA,NA,NA
"1299","OG0001577",NA,NA,NA
"1300","OG0001579",NA,NA,NA
"1301","OG0001580",NA,NA,NA
"1302","OG0001581",NA,NA,NA
"1303","OG0001582",NA,NA,NA
"1304","OG0001583",NA,NA,NA
"1305","OG0001584",NA,NA,NA
"1306","OG0001585",NA,NA,NA
"1307","OG0001586",NA,NA,NA
"1309","OG0001588",NA,NA,"VB development"
"1310","OG0001589",NA,NA,NA
"1311","OG0001590",NA,NA,NA
"1312","OG0001591",NA,NA,NA
"1313","OG0001592",NA,NA,NA
"1314","OG0001593",NA,NA,NA
"1315","OG0001594",NA,NA,NA
"1316","OG0001595",NA,NA,NA
"1317","OG0001596",NA,NA,NA
"1318","OG0001597",NA,NA,NA
"1319","OG0001598",NA,NA,NA
"1320","OG0001599",NA,NA,NA
"1322","OG0001602","TF","ERF",NA
"1323","OG0001603",NA,NA,NA
"1324","OG0001604","TF","MYB_related,MYB",NA
"1326","OG0001607",NA,NA,NA
"1327","OG0001608",NA,NA,NA
"1328","OG0001609","TF","SBP",NA
"1329","OG0001611",NA,NA,NA
"1330","OG0001613",NA,NA,NA
"1331","OG0001614",NA,NA,NA
"1333","OG0001616",NA,NA,NA
"1334","OG0001617",NA,NA,NA
"1335","OG0001618",NA,NA,NA
"1337","OG0001620",NA,NA,NA
"1338","OG0001621",NA,NA,NA
"1339","OG0001622",NA,NA,NA
"1340","OG0001623",NA,NA,NA
"1341","OG0001625","TF","HD-ZIP",NA
"1343","OG0001627",NA,NA,NA
"1346","OG0001630",NA,NA,NA
"1347","OG0001631",NA,NA,NA
"1348","OG0001632",NA,NA,NA
"1349","OG0001633","TF","HSF",NA
"1351","OG0001635",NA,NA,NA
"1352","OG0001636",NA,NA,NA
"1353","OG0001637",NA,NA,NA
"1354","OG0001638",NA,NA,NA
"1355","OG0001639","TF","MIKC_MADS",NA
"1356","OG0001640",NA,NA,NA
"1357","OG0001641",NA,NA,NA
"1358","OG0001642",NA,NA,NA
"1359","OG0001643",NA,NA,NA
"1360","OG0001644",NA,NA,NA
"1361","OG0001645",NA,NA,NA
"1362","OG0001646",NA,NA,NA
"1363","OG0001647",NA,NA,NA
"1364","OG0001648",NA,NA,NA
"1365","OG0001649",NA,NA,NA
"1366","OG0001650",NA,NA,NA
"1367","OG0001651","TF","NAC",NA
"1368","OG0001652","photosynthesis","CBB cycle",NA
"1369","OG0001653",NA,NA,NA
"1370","OG0001654",NA,NA,NA
"1371","OG0001655","TF","ERF",NA
"1372","OG0001656",NA,NA,NA
"1373","OG0001657",NA,NA,NA
"1375","OG0001659",NA,NA,NA
"1376","OG0001660",NA,NA,NA
"1378","OG0001662",NA,NA,NA
"1380","OG0001664","cell wall development",NA,"cellulose biosynthesis"
"1382","OG0001666",NA,NA,NA
"1383","OG0001667",NA,NA,NA
"1384","OG0001668",NA,NA,NA
"1385","OG0001669",NA,NA,NA
"1386","OG0001670",NA,NA,NA
"1387","OG0001671",NA,NA,NA
"1388","OG0001674",NA,NA,NA
"1389","OG0001675",NA,NA,NA
"1390","OG0001676",NA,NA,NA
"1391","OG0001677",NA,NA,NA
"1392","OG0001678",NA,NA,NA
"1393","OG0001679",NA,NA,NA
"1394","OG0001680","TF","WRKY",NA
"1395","OG0001681",NA,NA,NA
"1396","OG0001682",NA,NA,NA
"1397","OG0001683",NA,NA,NA
"1398","OG0001684",NA,NA,NA
"1399","OG0001685",NA,NA,NA
"1401","OG0001687","TF","Trihelix",NA
"1402","OG0001688",NA,NA,NA
"1403","OG0001689",NA,NA,NA
"1404","OG0001690",NA,NA,NA
"1405","OG0001691",NA,NA,NA
"1406","OG0001692",NA,NA,NA
"1407","OG0001693",NA,NA,NA
"1408","OG0001694",NA,NA,NA
"1410","OG0001696",NA,NA,NA
"1411","OG0001698",NA,NA,NA
"1412","OG0001699","TF","ARF",NA
"1413","OG0001700",NA,NA,NA
"1415","OG0001702",NA,NA,NA
"1416","OG0001703","photosynthesis",NA,NA
"1417","OG0001704",NA,NA,NA
"1418","OG0001705",NA,NA,NA
"1419","OG0001706",NA,NA,NA
"1420","OG0001707",NA,NA,NA
"1421","OG0001708",NA,NA,NA
"1422","OG0001709","cell wall development",NA,"lignin biosynthesis"
"1423","OG0001710",NA,NA,NA
"1424","OG0001711",NA,NA,NA
"1425","OG0001712",NA,NA,NA
"1426","OG0001713",NA,NA,NA
"1427","OG0001714",NA,NA,NA
"1428","OG0001715",NA,NA,NA
"1430","OG0001717",NA,NA,NA
"1431","OG0001718",NA,NA,NA
"1432","OG0001719",NA,NA,NA
"1433","OG0001720",NA,NA,NA
"1434","OG0001721","TF","GATA",NA
"1435","OG0001722",NA,NA,NA
"1436","OG0001723",NA,NA,NA
"1437","OG0001724","photosynthesis",NA,NA
"1438","OG0001725","photosynthesis",NA,NA
"1439","OG0001726","TF","SBP",NA
"1441","OG0001729","TF","WRKY",NA
"1442","OG0001730","cell wall development",NA,"lignin biosynthesis"
"1443","OG0001731","TF","ERF",NA
"1445","OG0001733",NA,NA,NA
"1446","OG0001734",NA,NA,NA
"1447","OG0001735",NA,NA,NA
"1448","OG0001736",NA,NA,NA
"1450","OG0001752",NA,NA,NA
"1454","OG0001757",NA,NA,NA
"1455","OG0001758",NA,NA,NA
"1456","OG0001759","TF","ERF",NA
"1457","OG0001762",NA,NA,NA
"1458","OG0001763",NA,NA,NA
"1459","OG0001764",NA,NA,NA
"1460","OG0001765",NA,NA,NA
"1461","OG0001766",NA,NA,NA
"1462","OG0001767",NA,NA,NA
"1463","OG0001768",NA,NA,NA
"1465","OG0001770",NA,NA,NA
"1467","OG0001772","TF","G2-like",NA
"1469","OG0001774",NA,NA,NA
"1470","OG0001775",NA,NA,NA
"1472","OG0001777",NA,NA,NA
"1473","OG0001779",NA,NA,NA
"1474","OG0001780","TF","MYB",NA
"1475","OG0001781",NA,NA,NA
"1477","OG0001783",NA,NA,NA
"1478","OG0001784",NA,NA,NA
"1480","OG0001786",NA,NA,NA
"1481","OG0001787","cell wall development",NA,"lignin biosynthesis"
"1482","OG0001788",NA,NA,NA
"1483","OG0001789",NA,NA,NA
"1484","OG0001790",NA,NA,NA
"1485","OG0001791",NA,NA,NA
"1486","OG0001792",NA,NA,NA
"1487","OG0001793",NA,NA,NA
"1488","OG0001794",NA,NA,NA
"1489","OG0001795",NA,NA,NA
"1490","OG0001796",NA,NA,NA
"1491","OG0001798",NA,NA,NA
"1492","OG0001799",NA,NA,NA
"1493","OG0001800","cell wall development",NA,"cell wall expansion"
"1494","OG0001801",NA,NA,NA
"1496","OG0001803","cell wall development",NA,"cellulose biosynthesis"
"1497","OG0001804",NA,NA,NA
"1498","OG0001805",NA,NA,NA
"1499","OG0001806",NA,NA,NA
"1500","OG0001807",NA,NA,NA
"1501","OG0001808",NA,NA,NA
"1503","OG0001810",NA,NA,NA
"1504","OG0001811","plasmodesmata",NA,"plasmodesmata"
"1505","OG0001812",NA,NA,NA
"1506","OG0001813",NA,NA,NA
"1507","OG0001814","photosynthesis",NA,NA
"1509","OG0001816",NA,NA,NA
"1510","OG0001817","TF","bHLH",NA
"1512","OG0001819","TF","BBR-BPC",NA
"1513","OG0001820","TF","G2-like",NA
"1514","OG0001821",NA,NA,NA
"1515","OG0001822",NA,NA,NA
"1516","OG0001823",NA,NA,NA
"1517","OG0001824","TF","NF-YC",NA
"1518","OG0001825",NA,NA,NA
"1519","OG0001826",NA,NA,NA
"1521","OG0001828",NA,NA,NA
"1522","OG0001829",NA,NA,NA
"1523","OG0001830",NA,NA,NA
"1524","OG0001831",NA,NA,NA
"1525","OG0001832",NA,NA,NA
"1526","OG0001833",NA,NA,NA
"1527","OG0001834",NA,NA,NA
"1528","OG0001835","TF","HSF",NA
"1531","OG0001841",NA,NA,NA
"1532","OG0001842",NA,NA,NA
"1533","OG0001843","cell wall development",NA,"lignin biosynthesis"
"1534","OG0001844",NA,NA,NA
"1535","OG0001845",NA,NA,NA
"1536","OG0001846",NA,NA,NA
"1537","OG0001847",NA,NA,NA
"1538","OG0001848",NA,NA,NA
"1539","OG0001849",NA,NA,NA
"1540","OG0001850",NA,NA,NA
"1541","OG0001851",NA,NA,NA
"1543","OG0001853",NA,NA,NA
"1544","OG0001854",NA,NA,NA
"1545","OG0001855",NA,NA,NA
"1546","OG0001856",NA,NA,NA
"1547","OG0001857",NA,NA,NA
"1548","OG0001858","cell wall development",NA,"cell wall expansion"
"1549","OG0001859",NA,NA,NA
"1551","OG0001861",NA,NA,NA
"1552","OG0001862",NA,NA,NA
"1554","OG0001864",NA,NA,NA
"1555","OG0001865",NA,NA,NA
"1556","OG0001866",NA,NA,NA
"1557","OG0001867",NA,NA,NA
"1558","OG0001868",NA,NA,NA
"1559","OG0001869",NA,NA,NA
"1561","OG0001871",NA,NA,NA
"1563","OG0001873",NA,NA,NA
"1564","OG0001874","TF","Dof",NA
"1565","OG0001875",NA,NA,NA
"1566","OG0001876",NA,NA,NA
"1568","OG0001878",NA,NA,NA
"1569","OG0001879",NA,NA,NA
"1570","OG0001880","TF","NAC",NA
"1571","OG0001881",NA,NA,NA
"1572","OG0001882",NA,NA,NA
"1573","OG0001884",NA,NA,NA
"1574","OG0001885","TF","GRAS","VB development"
"1575","OG0001886",NA,NA,NA
"1576","OG0001887",NA,NA,NA
"1578","OG0001890","cell wall development",NA,"cellulose biosynthesis"
"1579","OG0001891",NA,NA,NA
"1580","OG0001892",NA,NA,NA
"1581","OG0001893",NA,NA,NA
"1583","OG0001895",NA,NA,NA
"1584","OG0001896",NA,NA,NA
"1585","OG0001897",NA,NA,NA
"1586","OG0001898",NA,NA,NA
"1587","OG0001899",NA,NA,NA
"1588","OG0001900",NA,NA,NA
"1589","OG0001901","TF","TALE",NA
"1593","OG0001905",NA,NA,NA
"1594","OG0001906",NA,NA,NA
"1595","OG0001907","cell wall development",NA,"lignin biosynthesis"
"1599","OG0001912",NA,NA,NA
"1600","OG0001913",NA,NA,NA
"1601","OG0001914",NA,NA,NA
"1602","OG0001916",NA,NA,NA
"1603","OG0001918",NA,NA,NA
"1604","OG0001919",NA,NA,NA
"1605","OG0001920",NA,NA,NA
"1606","OG0001921",NA,NA,NA
"1607","OG0001922",NA,NA,NA
"1608","OG0001923","TF","ERF",NA
"1609","OG0001924",NA,NA,NA
"1610","OG0001925",NA,NA,NA
"1611","OG0001926",NA,NA,NA
"1612","OG0001927",NA,NA,NA
"1613","OG0001928",NA,NA,NA
"1614","OG0001929",NA,NA,NA
"1615","OG0001930",NA,NA,NA
"1616","OG0001931",NA,NA,NA
"1617","OG0001932",NA,NA,NA
"1618","OG0001933",NA,NA,NA
"1620","OG0001935",NA,NA,NA
"1621","OG0001936",NA,NA,NA
"1622","OG0001937",NA,NA,NA
"1623","OG0001938",NA,NA,NA
"1624","OG0001939",NA,NA,NA
"1626","OG0001941",NA,NA,NA
"1627","OG0001942",NA,NA,NA
"1628","OG0001943",NA,NA,NA
"1629","OG0001944",NA,NA,NA
"1630","OG0001945",NA,NA,NA
"1632","OG0001947",NA,NA,NA
"1633","OG0001948",NA,NA,NA
"1634","OG0001949",NA,NA,NA
"1636","OG0001951",NA,NA,NA
"1637","OG0001952",NA,NA,NA
"1638","OG0001953",NA,NA,NA
"1639","OG0001954",NA,NA,NA
"1640","OG0001955",NA,NA,NA
"1641","OG0001956",NA,NA,NA
"1642","OG0001957",NA,NA,NA
"1643","OG0001958",NA,NA,NA
"1644","OG0001959",NA,NA,NA
"1645","OG0001960",NA,NA,NA
"1646","OG0001961","TF","RAV",NA
"1647","OG0001962",NA,NA,NA
"1648","OG0001963",NA,NA,NA
"1649","OG0001964",NA,NA,NA
"1650","OG0001965",NA,NA,NA
"1651","OG0001966",NA,NA,NA
"1652","OG0001967",NA,NA,NA
"1653","OG0001968",NA,NA,NA
"1654","OG0001969",NA,NA,NA
"1655","OG0001970",NA,NA,NA
"1656","OG0001971",NA,NA,NA
"1657","OG0001972",NA,NA,NA
"1658","OG0001973",NA,NA,NA
"1659","OG0001974","TF","NAC",NA
"1660","OG0001975",NA,NA,NA
"1662","OG0001977",NA,NA,NA
"1663","OG0001978","TF","HD-ZIP","VB development"
"1664","OG0001979","TF","Dof",NA
"1667","OG0001982",NA,NA,NA
"1668","OG0001983",NA,NA,NA
"1669","OG0001984",NA,NA,NA
"1670","OG0001985",NA,NA,NA
"1671","OG0001986",NA,NA,NA
"1672","OG0001987",NA,NA,NA
"1673","OG0001988",NA,NA,NA
"1674","OG0001989",NA,NA,NA
"1676","OG0001991",NA,NA,NA
"1677","OG0001992",NA,NA,NA
"1679","OG0001995",NA,NA,NA
"1680","OG0001997",NA,NA,NA
"1681","OG0001998",NA,NA,NA
"1682","OG0001999",NA,NA,NA
"1683","OG0002000",NA,NA,NA
"1685","OG0002002",NA,NA,NA
"1686","OG0002003",NA,NA,NA
"1687","OG0002004",NA,NA,NA
"1688","OG0002005",NA,NA,NA
"1689","OG0002006",NA,NA,NA
"1690","OG0002007",NA,NA,NA
"1691","OG0002008",NA,NA,NA
"1692","OG0002009",NA,NA,NA
"1693","OG0002010",NA,NA,NA
"1694","OG0002011",NA,NA,NA
"1695","OG0002012",NA,NA,NA
"1696","OG0002013",NA,NA,NA
"1697","OG0002014",NA,NA,NA
"1700","OG0002017","TF","MYB",NA
"1701","OG0002018",NA,NA,NA
"1702","OG0002019",NA,NA,NA
"1703","OG0002020",NA,NA,NA
"1705","OG0002022",NA,NA,NA
"1707","OG0002025",NA,NA,NA
"1708","OG0002026",NA,NA,NA
"1710","OG0002028",NA,NA,NA
"1711","OG0002029",NA,NA,NA
"1712","OG0002030",NA,NA,NA
"1713","OG0002031","TF","WRKY",NA
"1714","OG0002032",NA,NA,NA
"1715","OG0002033",NA,NA,NA
"1717","OG0002035",NA,NA,NA
"1718","OG0002036","cell wall development",NA,"lignin biosynthesis"
"1719","OG0002037",NA,NA,NA
"1721","OG0002039","TF","ERF",NA
"1722","OG0002040",NA,NA,NA
"1723","OG0002041",NA,NA,NA
"1724","OG0002042",NA,NA,NA
"1725","OG0002043",NA,NA,NA
"1726","OG0002044",NA,NA,NA
"1727","OG0002045","TF","bZIP",NA
"1728","OG0002046",NA,NA,NA
"1730","OG0002048",NA,NA,NA
"1731","OG0002049",NA,NA,NA
"1732","OG0002050",NA,NA,NA
"1733","OG0002051",NA,NA,NA
"1736","OG0002054","photosynthesis",NA,NA
"1737","OG0002056",NA,NA,NA
"1738","OG0002057",NA,NA,NA
"1739","OG0002058",NA,NA,NA
"1740","OG0002059","cell wall development",NA,"lignin biosynthesis"
"1741","OG0002060",NA,NA,NA
"1742","OG0002061","cell wall development",NA,"cellulose biosynthesis"
"1743","OG0002062",NA,NA,NA
"1744","OG0002063",NA,NA,NA
