,C4_S1,C4_S3,C4_S5,C4_S7
OG0000174,0.246953335,4.49914401,10.21190567,2.962625342
OG0000180,20.33986612,59.62959202,22.07297519,20.00262328
OG0000181,36.8046447,26.45661915,31.36560276,41.62774176
OG0000184,77.89631579,74.46655034,69.83243753,78.78481756
OG0000185,36.10925231,45.58492003,139.8279521,118.4799109
OG0000186,19.48604861,700.0303941,162.4146668,5.534507668
OG0000187,1.214570017,2.2525161,3.246539237,8.093148628
OG0000188,2425.531005,432.8513546,902.7724527,1883.546845
OG0000195,5.461864567,7.540341253,10.12055881,17.57100629
OG0000196,5.712424078,30.07709138,95.44942449,188.1113628
OG0000197,1.788713899,1.911086367,5.221785388,6.304428859
OG0000198,5.746818253,17.17778825,189.584487,366.1057516
OG0000200,24.73250083,48.39891397,21.76264387,25.04356946
OG0000203,2.630265885,2.803241553,1.998683516,3.689082314
OG0000204,23.06103588,5.404438888,7.789282608,17.71968194
OG0000206,1787.625195,2453.212009,4646.736658,5304.463337
OG0000207,8.957164016,10.29512544,5.398726391,6.653504303
OG0000208,7.307407586,9.479820159,8.254412915,11.0105363
OG0000209,17.9258208,15.21791955,7.883080704,6.434865521
OG0000210,1524.791464,1778.760628,990.0266639,1847.414697
OG0000211,0.034302527,0.237870406,1.186994023,5.154172002
OG0000213,0.37565387,0.53383318,4.28223372,7.769515128
OG0000216,7.546001349,1.362960725,3.372024537,1.477588305
OG0000217,94.88135426,92.05216945,79.28985352,87.17658498
OG0000218,9.861744379,37.4329579,33.36662794,14.12997272
OG0000219,34.3322516,38.91545432,19.10697225,64.74068591
OG0000220,5.44067027,5.96636006,0.960957516,1.159716818
OG0000221,11.00275919,69.03525391,226.3538224,148.9888242
OG0000222,1.083255252,4.657257622,5.382717907,17.34817737
OG0000223,113.1827133,1398.671065,796.504376,105.464147
OG0000226,1.388467282,4.174052669,11.07477028,55.41805014
OG0000227,4.769012439,5.390234376,6.204981145,10.87275185
OG0000228,27.56614434,11.79378216,13.90876085,32.21256061
OG0000229,45.83576968,4.818657068,3.329275804,6.195709394
OG0000230,3523.954465,8063.306303,9498.265467,8408.175683
OG0000231,276.5860942,373.6069254,429.0457547,239.2692734
OG0000236,2.35055227,2.051493519,9.668186634,14.85637942
OG0000237,15.06833632,15.9641446,12.91026983,16.18010621
OG0000238,22.00370413,16.91460934,12.73113763,17.39051708
OG0000239,54.84852294,31.84936168,15.12751497,17.03236377
OG0000240,328.6971842,228.1382874,138.4311253,129.8979078
OG0000241,86.54151681,52.51176525,57.76234824,55.65082782
OG0000242,29.17648103,101.4915251,1048.83647,524.7431167
OG0000244,5.067771591,3.341911935,14.52859639,0.754566802
OG0000245,4.831330013,73.96952408,76.42400121,26.5050763
OG0000246,64.17495508,145.6980717,450.3184096,1057.927816
OG0000248,0.287527611,7.251193611,25.31649361,45.39410842
OG0000250,2.030275055,8.085494855,14.33108877,8.154156439
OG0000253,17.08469053,11.99233831,11.90696047,22.17903466
OG0000254,1.017627011,0.649760668,0.473326449,0.802260342
OG0000256,2.191029599,7.640358763,4.98885007,3.447143331
OG0000258,0.710764454,0.683508906,0.983733519,2.122348734
OG0000259,0.729513992,1.04278538,5.442071225,15.84115764
OG0000260,26.14034028,11.83364498,15.5805188,23.6601436
OG0000263,326.7042168,935.8813576,1288.966324,124.5203468
OG0000268,1266.75341,377.5686273,489.7836027,410.4264303
OG0000269,10.5647573,23.19159131,5.782444119,1.977097554
OG0000273,74.44955935,645.1765171,547.8477771,198.9877158
OG0000275,9.769669054,5.805811303,6.251724107,8.017841536
OG0000276,44.79533832,138.6187742,324.6129282,634.6415131
OG0000277,14.82828449,6.218877531,19.12878927,58.06977585
OG0000278,56.14789617,119.6337183,3301.887074,5205.496736
OG0000279,122.5274282,928.1056625,372.4840581,38.01284707
OG0000280,0.244871409,15.726698,148.0379495,751.5772979
OG0000281,29.1811471,138.2792387,185.9610177,219.6267964
OG0000282,392.2954979,233.9777124,237.210215,297.5734559
OG0000285,16.71732933,4.623173786,4.782024455,5.857551829
OG0000286,1.650461404,3.682423575,3.395621572,1.534099978
OG0000287,3.902121255,2.260000473,3.711209562,5.013363208
OG0000288,0.261316134,0.082362753,0.390049013,0.971883517
OG0000289,3.036310727,16.92352731,173.5789714,761.7354887
OG0000292,88.90356456,119.430413,62.53897712,27.31582803
OG0000293,175.4846274,584.3013045,409.6287464,272.5180606
OG0000294,20.11843203,125.5302863,153.5607736,40.15580926
OG0000295,38.01910671,115.0537965,584.8426805,1269.700951
OG0000296,67.16084106,86.67268655,269.1691056,107.8609923
OG0000297,1.116797993,1.974262098,1.539576669,3.178917842
OG0000301,85.2694219,103.8906547,103.800806,62.67115002
OG0000302,5.048580553,3.889809796,4.021028252,7.804128687
OG0000303,65.66004611,113.0690627,126.6660428,145.6550539
OG0000305,4.946484072,11.14215209,94.11535169,216.476672
OG0000306,0.059194814,0.754409072,8.347599774,21.22052949
OG0000307,30.9250713,14.47644885,8.879874626,11.61164612
OG0000309,22.7253752,21.27129011,10.1368505,13.75676811
OG0000310,0.17439011,4.700369678,138.4783087,190.4339382
OG0000315,1850.973532,520.9086654,905.1010343,1044.12961
OG0000317,18.29414572,80.84108716,71.57464291,26.78585942
OG0000318,56.6338154,124.8466928,331.2756593,158.4387748
OG0000319,12.9308277,21.33574175,58.42635059,48.20309445
OG0000321,22.11632101,96.13784957,1016.033223,1827.035396
OG0000322,3.018733443,6.319017159,9.288347017,23.03873593
OG0000323,1023.463711,673.6190798,944.2811556,2147.262452
OG0000325,2250.665976,398.9145556,861.5884294,1104.378779
OG0000326,2584.199372,2628.870193,1280.220975,505.7414268
OG0000332,18.41709892,12.80064201,9.574578987,12.62151756
OG0000334,4.136244905,4.638858439,2.724983542,2.179834827
OG0000335,131.3227748,169.8481985,43.68218485,21.84290627
OG0000336,7.461379673,3.747707842,6.332681928,43.73236616
OG0000337,8.700884073,161.631253,50.05475863,2.293945437
OG0000338,266.8157477,336.5814617,197.7547743,222.4357376
OG0000339,26.6786641,30.03820955,161.4636127,256.7829168
OG0000340,0.361787224,2.815213548,4.077377542,0.843102481
OG0000342,156.8749854,201.0598659,290.4934746,392.9937956
OG0000343,34.72069272,25.57312657,7.296356991,3.947374213
OG0000345,107.685995,57.52105204,20.57700031,24.18156607
OG0000346,17.85885055,11.76643747,3.711076187,3.549930962
OG0000348,33.69547321,26.8550348,109.2142806,57.81891716
OG0000349,11.42289161,8.516539576,9.18767908,12.40138583
OG0000352,1.326992812,20.11322409,56.64720192,78.50943225
OG0000353,87.93520493,86.05676949,43.84404945,32.16953064
OG0000355,7.311668679,11.07644868,28.85498979,43.3167019
OG0000356,10.73113017,7.423416655,6.296369695,7.271146719
OG0000358,0.428530771,1.433086634,17.11997809,45.01988687
OG0000359,16.76174902,1.814535124,0.877518327,0.708577017
OG0000360,276.0213999,368.3731176,309.6264629,264.5771507
OG0000362,1.174007808,12.63696339,27.12966802,50.33754365
OG0000367,3.336747921,11.17586978,87.95271882,80.98832205
OG0000370,45.95660555,36.46101435,10.91266541,16.08782523
OG0000371,6.804062427,143.5021619,42.90928277,6.643255263
OG0000372,3.352082542,2.508981271,5.826208312,11.84349331
OG0000373,3.146331305,18.15424838,38.02458655,29.23451159
OG0000374,13.21383645,32.5904075,77.58885632,101.3365821
OG0000375,6.458527662,24.26098381,200.4117563,450.7055176
OG0000377,0.111804718,0.131439946,1.015529517,3.417732449
OG0000378,266.5148099,496.4516697,1027.480054,1458.384575
OG0000379,71.29649543,201.1951755,182.5652241,36.61870829
OG0000380,2.354024436,4.942192299,21.021876,74.94338854
OG0000381,11.82855032,23.84710661,95.45508453,105.3574045
OG0000382,0.107246153,11.09755361,16.80899162,0.679208427
OG0000383,16.31516934,12.91153314,6.429300932,5.251756909
OG0000384,1.778462369,0.138127364,1.660680055,13.39984803
OG0000385,4.032911195,8.054187766,13.09144375,8.010275715
OG0000386,6.128052516,21.53018932,109.7347488,108.6893575
OG0000389,0.728084814,41.37592276,778.954175,693.4625947
OG0000391,1.080204239,1.92022721,34.34028918,159.3067156
OG0000393,8.879865356,4.48337352,20.84431542,2.072293135
OG0000394,20.45856427,13.66725688,7.429607607,9.235944922
OG0000395,0.804805742,0.495878269,0.725874565,1.428544112
OG0000396,2.895763898,11.48183838,14.28692525,8.894041714
OG0000397,9.570751364,11.1694176,30.31987604,69.75156618
OG0000398,42.29612216,62.09504841,80.97924234,111.594325
OG0000399,25.91560428,60.79120116,59.0472372,100.6585192
OG0000400,19.26107161,10.25871624,12.4939094,22.06967116
OG0000401,232.7369736,477.6602687,148.0097214,85.34888776
OG0000402,0.475417799,5.534828001,7.65734779,9.01490652
OG0000403,34.76798825,21.5987957,12.22285551,19.06733815
OG0000404,4.372533181,10.58381288,7.38129934,1.313221915
OG0000405,4.699903873,3.267687289,2.374582165,1.301768298
OG0000406,4.048257596,0.689593538,2.364426374,15.7106902
OG0000407,37.25923502,14.9239027,10.75985908,10.51263045
OG0000408,2.997916208,0.685362822,0.575620838,0.307879622
OG0000409,14.64961921,16.62321723,100.0143659,44.571354
OG0000416,0.236878728,1.846745039,9.496619514,15.75686293
OG0000417,6.657352419,6.436352553,11.09291743,16.22970749
OG0000418,1.688935117,1.607538324,0.574517843,0.659620511
OG0000419,8.54674102,16.20277737,11.54816953,15.43471431
OG0000420,26.16398391,35.93343035,164.081287,167.2736099
OG0000422,0.044190562,0.156458593,1.372446137,2.734786555
OG0000429,1054.655399,243.7697326,244.4033656,237.1672853
OG0000430,3.016979794,2.969026642,0.479362394,0.322746847
OG0000431,1.014292616,10.3587126,64.29681356,35.99488402
OG0000432,637.6531006,241.1983654,562.2826501,686.7891444
OG0000433,48.19307499,95.4796395,133.7500445,87.88144913
OG0000436,3.171194551,22.5092654,13.51823714,0.5679562
OG0000437,131.451857,77.01491661,90.63500464,125.1175132
OG0000438,5.032737677,24.3616365,8.217467887,8.441689856
OG0000439,0.610963806,0.957824791,0.66544052,1.939296224
OG0000440,2.881730362,22.40225573,26.77214432,49.66119452
OG0000441,3.767524084,0.414910428,6.123073973,0.352878988
OG0000442,3.190924463,9.009832068,13.89122249,15.28007472
OG0000443,4.299317273,42.01026822,209.930236,302.4277325
OG0000444,5956.751862,1121.949321,706.5746876,215.8311047
OG0000445,69.64808628,109.8708627,262.6801951,117.0497734
OG0000452,20.93604303,15.35702933,7.515661131,6.643987815
OG0000453,3.092583218,2.070394327,1.670558228,2.15812442
OG0000455,31.27148375,32.1908586,32.93439908,42.2487929
OG0000458,19.67284602,12.07718153,8.735537472,10.37157636
OG0000459,10.04883583,3.953169907,22.50976716,185.5001829
OG0000460,27.26392112,22.3953297,14.49648059,24.8379631
OG0000461,23.82949549,22.3581264,43.34619147,74.74663553
OG0000462,5.527548484,4.494568946,5.982464514,7.101827469
OG0000467,5.545754686,30.36080578,81.06522167,71.34214336
OG0000468,62.74836163,44.23383723,314.225356,160.8271652
OG0000469,1302.263081,280.3141442,465.3781876,362.1746907
OG0000471,2.348012475,4.99244714,18.52962073,17.06763197
OG0000472,30.31313476,26.90592871,11.67875408,10.95368134
OG0000473,0.184333204,0.724856496,1.478225464,2.359998894
OG0000474,15.82671192,24.47116513,63.74618242,52.75402213
OG0000475,1.525502568,4.630122898,8.155066145,9.58601992
OG0000476,8.776212735,29.94845443,40.17449161,25.38956329
OG0000480,1.502471247,2.598574527,2.604919677,3.84489795
OG0000481,44.4820933,29.4345791,20.32916816,29.48309947
OG0000482,1.634620133,5.531982689,144.4312435,362.7382047
OG0000483,6.598307977,5.686118151,3.803570446,4.672763033
OG0000484,2089.280506,1746.89412,2680.471501,3960.40981
OG0000486,27.34561081,12.17929066,20.82383121,34.2596699
OG0000487,108.8493689,96.9076,76.84657461,63.23916006
OG0000488,78.50212311,19.47435662,17.71890757,24.78857942
OG0000489,18.83740217,6.610942726,5.443212649,9.650668207
OG0000490,1.944985534,13.69331355,41.4089859,58.73024699
OG0000491,28.96633224,47.00163123,107.491376,89.76899284
OG0000492,4.519511477,1.981352676,4.843349624,7.096847273
OG0000493,2.389016907,1.830733698,1.280613756,0.855210679
OG0000494,1.144320583,14.32475873,9.569776377,12.61927863
OG0000495,37.5422705,146.8211411,1184.822838,2032.541621
OG0000496,842.006767,307.5031074,391.7396284,600.4454563
OG0000497,0.743944784,10.25409485,47.81167422,2.458139159
OG0000498,16.18070844,15.13257773,24.2589263,52.45802664
OG0000499,27.05604278,215.4834026,857.775377,851.607091
OG0000500,0.718542938,0.333703717,0.542541363,2.105978104
OG0000506,14.88639325,26.39824847,84.62089016,154.003605
OG0000507,79.82796494,64.35895768,73.48986391,85.12935667
OG0000508,85.97960403,91.11240467,138.9426096,71.72880969
OG0000509,774.8123557,160.4544935,216.6455014,192.986587
OG0000510,16.08109669,29.36583223,118.1303303,225.5897159
OG0000511,316.9539605,375.955085,558.8977393,534.2066897
OG0000513,182.8988032,178.195668,157.9640078,219.8430861
OG0000514,6.005526497,14.48262061,18.66628766,27.88040159
OG0000516,155.6383702,295.7777724,378.3632901,508.6774169
OG0000517,6.107260626,3.472762122,1.128732621,0.80855727
OG0000519,0.433814045,0.717652967,0.517202928,1.446150938
OG0000520,0.376618253,2.105800902,6.071469304,5.015231891
OG0000521,0.368333152,8.843050367,30.39879228,47.29368046
OG0000522,22.32316062,7.294490096,25.88082098,243.0684958
OG0000523,0.993850864,2.051793646,1.001511479,0.702581668
OG0000526,19.20481674,7.567614007,4.361284964,3.288626045
OG0000530,3.725144586,3.548339363,2.85592881,4.532845018
OG0000531,1.313455819,4.138615389,3.530938076,12.94754542
OG0000532,1213.752435,294.8416222,487.3794177,500.9237521
OG0000536,112.608263,105.8780028,106.2586366,171.3946787
OG0000537,0,0.151695458,0.315149327,3.394289988
OG0000538,37.95694984,45.82883421,49.93641257,43.50898801
OG0000539,9.319714999,18.1400404,38.76744119,21.58608032
OG0000540,34.00568181,43.68421678,90.04023422,73.86526332
OG0000541,6.401391259,6.379192546,0.472259922,0.73177796
OG0000544,62.46603182,52.13607251,91.99075685,159.2793605
OG0000545,0.017661565,0.170732596,3.906904863,3.405955524
OG0000546,70.96149281,252.5309324,780.7659651,1201.024778
OG0000547,96.16876579,19.46321183,14.50915718,14.89880527
OG0000548,57.71770919,51.52450311,45.31065225,49.30106149
OG0000549,17.27815049,27.57097545,25.3699465,14.39817759
OG0000550,5.96321719,16.95839194,142.9230973,543.2801337
OG0000551,5.398734446,5.737517004,2.981168625,4.521417437
OG0000552,24.19135173,63.38134511,140.3026282,15.78177716
OG0000555,20.3425309,18.50424011,25.06654524,36.17751232
OG0000556,1.48509402,2.508730666,3.948958367,9.309730768
OG0000557,66.91283855,60.44140657,46.18750484,45.65534502
OG0000558,416.6379308,287.3456162,483.109092,617.0110247
OG0000560,107.3465899,121.5911383,90.12942471,98.18451617
OG0000561,0.42727474,1.34871211,69.71709396,20.11181541
OG0000563,14.86417681,50.59956612,28.65135043,12.45377124
OG0000564,65.32405654,45.65236481,55.42322351,72.19566027
OG0000569,55.41528212,28.95830421,52.27894758,74.9510588
OG0000570,142.6024489,88.91587216,167.5766584,458.5820934
OG0000571,13.82966432,10.22291576,5.84127816,4.925547178
OG0000572,1.323239735,2.379957602,24.2046566,89.81054713
OG0000574,63.50002178,168.82386,1401.916906,3306.48835
OG0000575,281.6589983,1398.824374,620.4726959,96.34775583
OG0000577,1.295215242,11.0168791,65.52635691,106.9533813
OG0000578,2.302054168,1.688298072,11.20472254,24.06627682
OG0000579,60.75876768,115.60007,4143.625664,511.524615
OG0000580,34.76343843,130.1776228,609.0174146,771.1017287
OG0000581,34.38610455,331.1370044,359.7493457,42.34314414
OG0000582,66.45292822,110.2208727,103.5160647,110.1893447
OG0000583,32.85904652,24.51037887,9.444975375,8.852324228
OG0000584,1.413084338,0.95021082,0.655963166,0.816774055
OG0000586,0.211685024,1.186695135,0.758221195,11.18705714
OG0000587,13.5608815,14.68312021,15.51306718,6.647619083
OG0000588,1.536635494,5.277216413,9.513365025,14.57548621
OG0000589,76.34353063,84.23664904,97.97347141,113.4645123
OG0000590,31.48414297,8.039603604,94.51378483,18.73235534
OG0000591,1.177196579,2.760682004,4.202416324,12.10898655
OG0000592,12.19907603,71.10243308,161.8960451,12.64754932
OG0000594,655.9754986,132.8789744,172.4269381,137.3159342
OG0000595,0.631836196,57.58676593,165.9399844,63.8899436
OG0000596,29.85861568,61.30844459,63.87092308,118.7109377
OG0000597,828.7288641,235.303149,456.8989628,360.6248965
OG0000598,5.434733439,9.836859239,15.42678317,34.10113051
OG0000599,221.1687898,141.328895,90.84746532,92.89398744
OG0000600,7.519419604,8.528061231,30.66584255,63.53293416
OG0000601,0.398923218,3.850696132,7.196885165,11.90716865
OG0000609,23.69315529,15.37098878,83.90965949,126.996764
OG0000610,15.22316946,26.13231395,33.76865383,14.84686563
OG0000611,93.22757145,119.556407,315.9848327,266.1755472
OG0000612,28.7189244,59.84474575,76.5881258,62.7464779
OG0000614,32.18830787,20.45405863,22.16727411,19.60543666
OG0000616,0.696536772,0.930235033,5.460509632,22.99540513
OG0000619,17.26075336,7.387899142,19.68349826,34.24371886
OG0000620,68.8991126,29.56414902,44.86569526,55.21686751
OG0000622,431.3469785,231.3772949,704.0169834,2229.712162
OG0000623,8.863629526,17.73736444,23.44394988,8.250497593
OG0000624,48.64546985,21.92035961,20.96897348,12.84373248
OG0000626,123.6165521,118.7117337,85.70510317,126.4209876
OG0000627,14.95738147,16.00131489,19.19219292,16.22995311
OG0000628,2.757181332,1.947673791,7.09404458,39.59852449
OG0000629,0.296242458,1.030715671,23.12624823,129.7643508
OG0000630,4.0923481,227.8088758,147.6726808,51.10956951
OG0000631,30.45304219,15.91330653,14.16577276,16.06986805
OG0000632,3.234659658,1555.304266,172.4666085,24.28720084
OG0000633,0.447470468,1.196768179,10.78133515,7.688665425
OG0000634,4.363259535,18.03534516,32.33177747,9.330196978
OG0000635,100.0911696,89.05376202,107.2589756,148.9818424
OG0000636,395.3034391,160.4189391,197.6938135,191.0685541
OG0000638,0.555860883,0.381807039,1.540241113,3.42913982
OG0000639,1.605815142,8.365274433,30.77807859,2.813690629
OG0000640,57.98836611,33.67401238,29.14270743,34.92976819
OG0000643,2193.14419,808.7914543,1822.036221,3928.65856
OG0000644,59.55714008,99.28327426,153.7323863,110.1521429
OG0000646,25.9105086,9.820593492,13.37464693,17.46213347
OG0000649,56.97873783,21.82396286,23.02039876,27.69575332
OG0000650,132.2506805,108.17766,72.5943036,94.13576252
OG0000651,141.8911213,147.528515,195.71741,214.0329018
OG0000652,38.99986374,17.25435628,25.21126856,41.2616532
OG0000653,0.091163892,0.022542044,0,0.040903216
OG0000659,4.097533901,15.21335558,166.8314757,187.055309
OG0000660,5.135112547,6.827930057,3.912091242,3.610442887
OG0000661,344.8463746,270.6474893,352.6499815,505.2921979
OG0000662,3.855242114,4.372926925,9.645710955,11.57388417
OG0000665,1625.006345,547.1028719,633.045553,222.2214047
OG0000671,71.39253838,87.46558059,74.62471015,77.07583949
OG0000673,53.95253916,20.8868671,20.37653362,22.21178133
OG0000674,70.96571211,64.4829089,13.37280339,13.6266578
OG0000675,0.052231141,0.07193323,0,0
OG0000677,5.703573165,6.477231058,18.39733741,42.57911132
OG0000678,661.6587439,280.8435649,385.1934966,314.7624383
OG0000679,18.94350389,6.148986636,4.72036655,8.846383403
OG0000680,56.95263579,128.5747314,330.703063,7.652121825
OG0000681,55.41509873,53.5618624,32.39946549,28.93467737
OG0000682,0.363307219,1.342064984,1.315562938,2.17247328
OG0000684,660.0858771,268.5731132,384.8632084,314.6410912
OG0000686,3.527328089,12.78691492,20.4033685,14.42987395
OG0000687,6.411544038,13.19006302,3.118242846,0.694380792
OG0000688,56.37397105,39.17935702,64.69858748,94.26512158
OG0000689,29.5901101,41.9230806,204.4835179,559.6668088
OG0000690,1.500485535,1.328861073,0.424382462,0.674129193
OG0000691,1.218891835,1.04901392,3.328978203,10.93911394
OG0000692,33.13887484,30.11210407,14.55565345,8.417419231
OG0000693,6.85255068,12.99460364,9.653021379,12.07950264
OG0000694,15.74675863,15.84967425,12.77641338,12.31484276
OG0000695,50.50108425,23.25249494,25.96213444,41.10795372
OG0000696,12.16849758,130.2572014,123.2861752,59.42075459
OG0000697,46.73134573,50.08494672,21.23209296,9.758726534
OG0000698,51.73798667,64.50872625,59.62122674,55.77164854
OG0000699,0.324268403,0.201171765,0.219820512,2.821393821
OG0000700,1.290378897,967.5856036,35.25102605,54.71871799
