,C4_S1,C4_S3,C4_S5,C4_S7
OG0004229,15.49153268,3.608835454,3.857521246,5.991756033
OG0004230,0.910554485,2.825020448,4.499623342,4.912178999
OG0004234,1.533834747,98.93397733,13.53235222,3.933687628
OG0004236,7.628196488,1.686234261,1.038478991,0.983835182
OG0004237,7.199393126,8.282582146,4.66769587,4.062637325
OG0004238,17.75694277,49.47209713,27.8860394,18.97055244
OG0004240,0.629560187,2.507894068,7.492615735,8.967488499
OG0004242,0.19416365,0.112945196,0.625223283,0.51619491
OG0004243,7.582967773,5.126050204,1.593383243,2.000767443
OG0004244,6.889766856,5.936961163,3.460728417,3.694260453
OG0004245,0.699604214,3.102849163,23.55931342,37.3069243
OG0004246,90.61589828,51.38260715,35.78502936,41.6446878
OG0004250,10.64988427,5.57504348,3.015200711,2.306879741
OG0004251,21.03590773,17.90685433,5.109441479,14.48251508
OG0004252,67.16008434,12.06690994,1.5410403,1.335120942
OG0004255,11.20901766,6.192402929,17.36228248,8.6600772
OG0004258,0.169313119,0.165454365,0.070402336,0.292670235
OG0004259,14.59551387,15.30441875,9.295552577,6.698783118
OG0004260,9.58540546,9.134709822,2.64459448,2.784567318
OG0004261,11.91796455,48.01440239,65.4458488,15.75065848
OG0004265,8.439739313,11.04232335,6.260186023,5.355915922
OG0004266,223.1154472,209.6568469,151.3393515,130.5195482
OG0004267,8.153531223,7.338788968,1.416538063,0.688370924
OG0004268,5.156930307,5.642209702,2.554919814,2.094312774
OG0004270,20.99626632,8.421788735,5.592116079,3.541134805
OG0004271,30.10770669,41.91464353,73.1553812,92.04903647
OG0004272,5.791471873,7.951741739,8.861699275,9.908773034
OG0004273,9.179755095,3.765033605,8.735718579,6.816929184
OG0004274,17.22636497,13.11256686,7.809672388,12.377991
OG0004275,6.224723802,4.108089797,1.6632852,2.390124678
OG0004276,14.3901918,13.91980688,4.052071121,1.833128417
OG0004281,0,0,0.428010136,1.056904846
OG0004282,81.25616287,101.2078949,61.41595816,32.36713254
OG0004284,30.33188521,38.82774294,92.55278015,154.663165
OG0004285,4.569308331,6.556796599,6.961545274,8.409132587
OG0004286,64.70569731,48.93617306,42.25096893,38.90291346
OG0004287,1.582149079,3.94561997,4.15570277,6.550371504
OG0004288,7.721872169,6.155490388,6.201231773,7.492243581
OG0004289,18.0202146,16.9928178,3.660974648,2.267033577
OG0004290,144.5887019,149.8465617,96.52350485,83.58734143
OG0004291,0.019853483,46.3876759,1.012978366,3.245482179
OG0004292,11.19140768,18.05897634,15.20859674,3.400921164
OG0004293,1.366032225,0.917463531,0.677116127,0.731591987
OG0004294,109.1907891,152.654002,146.7151515,160.4040441
OG0004297,40.2506001,16.22549133,14.2437823,17.72862434
OG0004298,47.48314785,16.00512089,13.05018477,14.5433504
OG0004299,8.266712423,4.843343832,3.466839924,3.87977073
OG0004307,15.97614475,28.57950888,4.50899561,0.557296154
OG0004308,70.48312757,19.30735038,13.74171625,13.84624677
OG0004310,12.00144618,28.04350063,31.23124469,39.46465468
OG0004311,21.73309375,19.21850762,521.9684949,511.2232104
OG0004314,12.20394244,4.829348324,27.43971663,43.68992709
OG0004316,56.02311376,59.74430967,41.74720441,42.44573604
OG0004318,165.4698929,816.4128774,4466.986632,6881.655082
OG0004319,0.522315164,8.641346403,20.42679448,11.51297122
OG0004320,61.59086909,22.27733464,24.36965792,53.47121077
OG0004321,32.00017907,3.728718798,1.533115576,0.909434275
OG0004322,0.025723457,1.740571181,9.718780561,2.193581865
OG0004324,14.68484484,7.823040712,8.46725203,10.8070079
OG0004325,24.43525793,4.88482609,2.827831194,3.066742038
OG0004327,0.200725464,1.601723723,29.77561133,98.27338899
OG0004328,19.25323732,17.69497496,8.536648211,8.642507324
OG0004329,82.57326301,62.98900223,67.12409406,110.1510376
OG0004330,1.40144445,1.638930977,3.06817313,3.415073002
OG0004331,57.44003472,39.13124896,63.34705358,74.47953005
OG0004332,13.64993968,10.58040401,10.32003694,10.84416244
OG0004333,25.50862727,12.05842801,12.78004083,2.339594264
OG0004334,4.162398325,37.8679187,80.68074003,87.07997538
OG0004337,8.115986702,8.741097666,8.328439725,8.629333593
OG0004338,37.08276619,16.58471611,3.87637922,1.890740142
OG0004339,0.022359309,0.332777504,1.204370407,0.306415069
OG0004340,24.3824832,9.161699963,2.793346387,1.363308752
OG0004343,1.7032185,3.167504757,21.9413319,13.75786823
OG0004344,90.88159058,60.30312598,119.8665288,281.5849417
OG0004345,20.39361622,18.44649406,11.76349294,13.19564845
OG0004346,24.48579522,23.00989526,24.66609715,24.74660081
OG0004347,3.763603645,6.175948822,8.763176108,0.08274206
OG0004348,60.6532496,25.78782554,32.65653301,41.87902693
OG0004349,9.708896335,9.783834575,6.594433494,6.035355303
OG0004350,24.92352868,8.03760292,5.124419303,5.606126312
OG0004351,5.860787401,10.62882031,2.496500835,2.516150339
OG0004352,42.34774111,57.58234855,62.15973379,58.30225602
OG0004353,0.144385388,3.245202925,9.147543667,47.10012345
OG0004355,6.071132912,5.684928608,2.844942525,1.738551419
OG0004357,0.050343484,3.902022425,21.17163471,47.04818379
OG0004358,9.578002608,11.73997441,2.983608958,2.207838361
OG0004359,3.028825458,2.084493637,2.660056308,2.630824085
OG0004360,43.03707599,53.88212475,79.72017421,101.7627079
OG0004361,24.08081795,20.56803036,17.15379244,17.2213356
OG0004363,52.60854431,43.74009433,56.81022332,73.40646373
OG0004365,83.12756733,28.04797243,28.09988217,46.89926641
OG0004366,0.341296832,0.416961144,0.508050387,0.925411026
OG0004369,75.24575971,25.05906857,16.80994465,13.31734645
OG0004372,20.01571087,20.54936946,22.34596364,25.20450794
OG0004373,698.22774,148.9705819,213.7911022,182.9685098
OG0004374,5.552733576,7.535392603,5.867046096,7.985213535
OG0004375,28.15457304,99.5775842,7.673471655,0.486603748
OG0004376,3.937482963,20.68091812,54.96961703,16.80566229
OG0004377,3.97601413,8.832823417,30.37608477,34.22829776
OG0004378,14.44597759,7.884760511,4.810887643,3.253566097
OG0004380,3.623775212,3.356995939,2.772486966,3.015181601
OG0004381,14.84812507,6.238417103,5.25025464,4.677352919
OG0004382,41.07024909,64.51026054,224.0872529,818.0512372
OG0004383,22.40495321,17.33669637,9.485328366,10.07126204
OG0004388,10.37079676,12.12481476,3.156844285,3.019182502
OG0004393,7.597174214,9.889948748,16.76959487,22.23788731
OG0004394,10.00785239,9.480361739,23.00313421,42.08292426
OG0004401,98.49947201,47.36622805,43.36020683,40.959061
OG0004402,4.354015886,1.892375166,10.33371436,44.03962791
OG0004405,28.8245907,15.38985578,17.02123968,17.89735287
OG0004406,4.723008605,364.4538793,116.2734615,4.528544205
OG0004408,41.98284151,24.23116579,12.69462788,8.202098262
OG0004410,27.46916532,28.22154633,27.52244168,28.46969783
OG0004411,3.065091297,4.281963217,7.68747207,12.53011134
OG0004412,17.60367084,19.15738902,5.559228142,4.262150666
OG0004413,6.005956284,9.542041998,7.580265442,10.10174536
OG0004414,30.46650251,7.622442368,5.017878093,5.808038485
OG0004418,6.250435029,4.969194665,6.427232698,10.23284263
OG0004419,144.8988355,47.41328487,93.06478464,112.4968967
OG0004421,11.37164599,188.7005933,47.02565357,4.96166574
OG0004423,82.28176118,54.3779274,29.49622068,37.66528242
OG0004424,7.515221219,14.07710398,26.52009523,29.15769491
OG0004425,6.771779135,27.74529114,22.81143718,26.9666228
OG0004426,1.081148163,9.196114433,8.53359161,0.180001528
OG0004428,11.25131376,6.835146527,3.827993358,4.690350767
OG0004429,1.707552583,6.131662005,90.82466538,299.6466224
OG0004430,1.130475618,17.35583787,35.02948678,13.30852846
OG0004431,7.146409791,9.727484852,5.153800688,5.506496178
OG0004432,15.65467461,18.65703123,1.914136206,1.418457862
OG0004433,9.590447292,9.515775777,4.724748304,3.590379264
OG0004436,7.983532993,6.765855355,29.60604669,43.04091826
OG0004437,18.00889249,16.95037478,11.33714041,15.49824805
OG0004439,0.296955786,1.135335985,29.59672434,66.85954668
OG0004440,3.407315199,2.001998897,1.037241608,6.974323893
OG0004441,151.711022,847.6994656,2989.403907,3456.309755
OG0004442,102.5050173,0.934740511,0.354968321,0.728162015
OG0004443,13.46738154,26.33552067,23.10103575,22.69134964
OG0004444,5.606817364,9.809718143,63.29307175,90.48874454
OG0004446,37.94143037,29.54978342,17.61744605,19.99462556
OG0004450,6.087406468,5.55542651,3.525080655,3.850664949
OG0004451,63.44619004,9.728690836,10.46780244,8.800639845
OG0004453,25.51986135,122.6702271,345.5380054,363.0337129
OG0004454,5.504907227,11.44288145,12.55583235,9.768808183
OG0004455,6.573135626,23.10204586,82.01975951,196.8108188
OG0004456,0.038726621,0.328411285,3.278728344,5.457209708
OG0004457,7.873282769,8.357650316,9.323793474,11.95156186
OG0004458,2.319557236,9.286467667,15.72651173,14.92370181
OG0004460,0.158154189,0.06119453,2.246608757,0.742839957
OG0004461,0.438683984,0.565427082,0.929754921,0.883435714
OG0004462,4.47036527,9.544914944,2.82413031,3.359622267
OG0004465,0.016818622,20.92363991,65.05472674,26.7303383
OG0004468,8.555260344,10.90287892,40.5498284,119.0670123
OG0004469,81.73547369,159.5355567,79.31407034,13.37155495
OG0004470,4.221170974,13.26520677,26.13640923,33.79362519
OG0004471,15.0558776,18.18708076,20.59137625,37.16354244
OG0004472,16.10495198,3.792311797,2.160431217,2.966236625
OG0004473,6.65266512,8.833496321,4.546251727,1.989449915
OG0004474,34.04683778,20.36549953,21.90098652,30.20215867
OG0004475,1.021296559,1.69381627,19.6692977,34.30767376
OG0004480,12.30619974,15.80823764,16.65165686,29.18945629
OG0004481,41.60936045,78.87170686,26.92693441,12.95619385
OG0004482,13.06380516,3.834920238,1.148864339,0.489031435
OG0004484,12.92715511,11.35505711,7.362309357,6.577257936
OG0004485,31.17155655,85.62475979,193.0689661,65.64423562
OG0004487,2.208673074,11.0968269,198.1666332,303.498056
OG0004488,32.76070122,17.01374543,5.447653974,3.958021248
OG0004490,0.441017356,0.427110026,0.866551993,0.608752726
OG0004496,13.25888131,30.22051167,98.49227601,152.6578419
OG0004497,9.616453661,5.232156201,5.052177061,4.726183499
OG0004499,19.08703369,7.985346522,6.641546966,9.404733237
OG0004500,3.449985365,11.57355723,35.84261666,23.23384909
OG0004501,8.956850512,6.070062471,8.486666019,15.78253626
OG0004502,23.16837364,2.235070826,3.653609908,2.359273059
OG0004503,11.20300776,8.341925852,6.300505375,6.706316986
OG0004504,11.20081271,19.60098645,2.800990625,2.809939342
OG0004507,5.838825746,5.544828676,4.644615127,2.941692693
OG0004509,9.396378635,8.409933137,1.168680267,1.481354056
OG0004512,17.99175336,11.87234229,10.17934877,11.13233161
OG0004514,21.12427034,3.820416402,19.74460169,41.14496393
OG0004516,18.07009886,11.51415075,5.712430352,5.808976225
OG0004517,17.6677146,9.960618917,6.540660642,7.342549783
OG0004518,8.179186024,1.840893074,1.959256107,2.565811584
OG0004519,0.005592916,1.964879848,5.747666949,4.755935174
OG0004520,4.814162546,69.56754467,164.6450901,101.5634727
OG0004521,10.44203262,6.254579827,5.747850397,5.475299923
OG0004524,39.30685837,40.18594001,11.06392372,8.739642671
OG0004525,5.338624227,15.86716892,11.99774153,9.46794059
OG0004527,11.87369972,16.58079097,8.929846915,7.126584791
OG0004528,11.61450258,6.819698749,27.29014959,42.98112917
OG0004530,30.47095974,12.85263624,12.71537396,19.25821594
OG0004531,43.55856322,9.401911405,5.346908605,5.659775193
OG0004532,13.64397136,6.389723991,8.316044237,8.963369251
OG0004533,9.459026162,9.475024823,17.44949777,19.00671067
OG0004534,31.70004265,118.1965001,79.83343275,15.58756863
OG0004535,1.229473997,8.221697755,12.24779981,5.640301595
OG0004537,10.86070185,113.9326461,60.22980196,21.78143332
OG0004541,109.2837116,34.64231152,16.6656587,7.45757071
OG0004543,131.206651,116.8805648,60.40960628,52.26979289
OG0004544,1.862590216,51.92055511,10.36059806,0.343387583
OG0004545,4.473611914,4.65994938,2.663730744,3.484563489
OG0004547,8.386293161,2.620044031,3.412648247,3.817339808
OG0004548,34.55920018,79.14776059,101.2028744,134.0591265
OG0004549,8.729155892,11.61804917,15.88775015,20.85452978
OG0004550,5.792161788,6.768211437,3.92444069,3.768754482
OG0004551,273.0576676,199.4465787,276.1754115,308.2412793
OG0004554,0.031650172,0,1.327943286,6.356877923
OG0004555,48.30939408,425.0944148,2456.012139,3771.952264
OG0004556,127.1418533,142.8739139,110.4527823,141.2466611
OG0004557,7.617891519,5.070115783,5.535283105,8.757819868
OG0004558,1.787299927,4.135351558,20.73498922,47.40670438
OG0004559,13.40420912,7.129675987,7.688514552,10.40883268
OG0004560,3.615330382,36.51000091,127.9510931,221.8125667
OG0004564,324.1633867,323.890279,370.3859081,501.0321495
OG0004565,13.49935755,25.79979484,48.47146634,101.8630917
OG0004568,3.196118819,8.054598715,9.975450362,8.114188157
OG0004569,6.149646178,12.29794995,13.81883667,10.05671425
OG0004570,6.881264256,4.382686582,2.615281928,2.306678602
OG0004571,4.386131183,27.59516005,264.1230482,459.9670824
OG0004572,14.13144389,7.542557595,6.981845695,8.807236025
OG0004574,10.65673572,3.850009197,5.761567333,9.787089156
OG0004575,9.523962035,13.63249768,7.591557619,12.89124972
OG0004576,55.02240573,19.35403287,17.36303117,19.66346196
OG0004578,21.48880893,7.571571237,9.277453808,12.54701578
OG0004579,10.82222874,1.669343057,1.351468937,2.628693857
OG0004580,0,0.329164402,4.806171257,30.96325563
OG0004581,14.58581701,3.347231984,13.70045977,31.74916483
OG0004583,42.86408991,61.69795095,61.49466335,38.71870449
OG0004584,122.0754332,91.04518781,97.50940428,91.92698948
OG0004585,8.563977136,6.653920793,2.994911973,2.663119146
OG0004586,1.898574221,11.63532621,76.29183127,63.89075843
OG0004587,58.25347638,79.06814729,118.1037761,155.6827664
OG0004590,13.96410041,8.666938347,8.261893409,9.338394486
OG0004591,97.83966307,139.9345245,90.77197861,88.27662266
OG0004592,75.83352751,78.28944204,65.28706664,74.75277093
OG0004594,40.35525764,23.72661104,17.78346746,18.43124387
OG0004595,11.12869876,11.23932985,12.67855019,22.29546798
OG0004597,8.449818594,8.670538661,12.06224048,10.41417938
OG0004598,46.46389544,56.28936304,33.15783138,52.84031025
OG0004599,9.913910256,21.99338711,22.67380318,17.75721242
OG0004600,0.720960734,15.19260902,14.27650495,2.195250108
OG0004601,15.14044822,20.33691273,36.34202442,53.78350583
OG0004603,203.5821272,246.4467039,63.85323266,63.37104469
OG0004605,17.23903897,14.89462951,7.713523544,5.39882409
OG0004608,47.32682757,33.60549752,19.19583743,12.32822923
OG0004610,26.23245053,89.53874667,231.8417011,355.897123
OG0004611,10.2287787,7.850539951,5.465560965,7.805015928
OG0004612,3.754869836,5.076907514,0.208691467,0
OG0004613,12.38820657,42.80487764,246.1635157,548.0234137
OG0004614,55.70972777,10.98496763,0.943234811,0.15221667
OG0004615,31.37762071,8.704260693,11.88124986,12.99469996
OG0004616,8.36819775,5.102491452,3.967887516,3.909859175
OG0004617,301.4262628,201.6793901,232.4315809,316.327926
OG0004619,141.409245,130.2644941,54.94301566,93.02299405
OG0004620,0.715231635,2.102200038,12.15998664,21.14725088
OG0004621,38.5300401,18.95764424,16.27340293,17.69348906
OG0004622,0.711270203,10.00373993,1.941782187,1.866224156
OG0004623,0.114280586,0.839361127,5.43255345,1.23446729
OG0004624,4.74150658,4.824735346,20.72185514,34.69462928
OG0004625,6.897762185,31.46092028,40.65539941,9.360200587
OG0004626,4.868719038,3.94029569,3.067879039,4.13027792
OG0004628,45.89860614,75.51676476,62.77471298,118.9798167
OG0004629,20.10131571,13.73432775,22.33413069,26.04004722
OG0004630,43.47265159,8.631021676,5.930627541,10.09716759
OG0004631,10.48593175,35.74061165,13.03239856,11.14033294
OG0004634,43.03875038,34.50437668,26.48115297,21.48558997
OG0004635,5.928643641,8.130491207,2.97877416,1.832516863
OG0004638,18.71262686,8.164812464,9.06669916,14.67604546
OG0004639,12.76911537,9.960154401,5.693030103,11.16030474
OG0004640,15.27650134,4.894288811,2.700963246,3.574363532
OG0004642,106.1068908,77.77866048,131.8645576,210.6555355
OG0004643,78.80569981,54.7278058,63.96286664,49.29062754
OG0004645,7.076336308,4.594391589,6.285291549,6.58510895
OG0004646,33.80192916,130.9505875,242.4352685,131.1695166
OG0004647,5.442490771,0.833725197,1.155111613,3.673644222
OG0004648,28.06159673,111.9256648,1.697593911,0.556210494
OG0004649,13.96031015,8.359577085,5.256816116,6.927082129
OG0004652,1.972040896,6.258768569,22.56925791,34.82770423
OG0004653,156.1101229,136.8357298,174.367832,241.1287616
OG0004656,10.20576772,6.85994308,4.627779742,3.680805878
OG0004657,71.05443295,447.0578437,2142.712844,3341.94278
OG0004658,11.97799357,5.121433887,3.590386064,6.17310544
OG0004659,13.66109519,11.50759498,4.25150796,2.903422422
OG0004661,0.476706018,0.995109744,1.063886923,5.304719805
OG0004666,3.230677877,2.009923575,2.450734748,3.006500179
OG0004667,9.75391247,10.53517013,26.95264981,9.321534589
OG0004668,73.91000963,41.2321403,23.17550478,42.16920344
OG0004675,7.248757067,3.041502855,2.043825086,2.040940623
OG0004676,13.70962651,6.043832806,26.45936156,182.9902452
OG0004677,54.4185514,12.97719976,19.51422438,25.08179863
OG0004678,58.87976806,0.667839274,2.094522801,6.677320828
OG0004680,14.05160172,6.423737442,6.123232434,6.252729956
OG0004682,4.110711437,7.221516415,16.57069563,38.6199477
OG0004685,7.107369384,3.143680252,6.841190586,9.741167413
OG0004686,6.679447977,4.288444807,3.412771881,10.80918919
OG0004688,12.60745219,5.671356838,5.785246907,7.011714222
OG0004689,7.787695555,4.834156392,1.474807365,2.182882525
OG0004690,63.15411781,49.60306005,56.26993435,56.29412952
OG0004691,3.335502699,8.421028577,12.7047614,17.11696194
OG0004692,9.256819211,7.17963186,2.64430259,2.691682978
OG0004693,14.87037856,50.71435117,23.94716686,29.27021061
OG0004694,5246.29198,9647.402264,7118.455627,5729.581629
OG0004695,108.1284532,444.6825956,135.3573334,32.40670667
OG0004778,9.975975104,8.018855849,3.625770726,4.528071222
OG0004782,40.57121373,12.14985956,10.94264503,15.97131642
OG0004783,84.88199894,118.2962154,133.0756108,133.3654356
OG0004784,1.273441803,155.0469321,4138.821313,3489.954669
OG0004785,62.89942674,34.21155235,53.63697321,69.6668172
OG0004786,4.321878889,8.889986279,239.4698878,1006.431167
OG0004787,11.79090428,6.087227187,3.263647224,2.970137971
OG0004788,12.04256513,17.71165275,20.41447469,24.04870378
OG0004789,47.71704342,39.14911412,36.82422486,40.27576515
OG0004790,16.63918318,15.08313058,37.57301914,93.08110843
OG0004791,12.44594946,14.40447152,8.127531815,5.601921339
OG0004792,0.155145785,1.119530985,5.135460811,10.57080091
OG0004793,60.37094984,51.30481729,61.25110014,78.26287576
OG0004797,30.56845569,13.14062261,14.23023318,13.86832805
OG0004798,8.803475926,7.18959812,12.67706712,18.64433076
OG0004799,13.89550131,42.66192454,125.0308861,96.99631281
OG0004800,2.163903582,2.439571964,6.468019645,2.662526881
OG0004802,31.50891113,9.900307946,6.008778521,4.813309606
OG0004803,4.116026797,54.92383451,17.53738566,12.29369846
OG0004804,19.78459716,10.35108605,5.077872777,4.779692688
OG0004806,63.90571753,48.09510405,68.5595347,109.9543007
OG0004807,4.755848907,12.40142807,2.737270302,0.875687775
OG0004809,14.88598339,68.69660828,471.1831118,437.2761746
OG0004810,52.81015142,17.81103093,13.89865561,14.80858441
OG0004812,60.32103664,40.38421699,55.20132337,87.8023593
OG0004816,18.53092535,29.79600554,19.24046017,17.85400548
OG0004817,50.74772951,19.54098493,13.51068873,7.704463439
OG0004818,16.47134081,9.107725617,5.068320172,5.174583921
OG0004819,4.726839128,4.599215145,11.55902722,2.433573112
OG0004820,14.41089041,19.6100413,36.29903379,52.10406822
OG0004821,4.862719612,10.10052166,15.58887139,11.86591236
OG0004822,74.71394524,234.8775729,683.0340185,843.0515779
OG0004824,15.79132772,15.53898567,3.174017265,2.716199598
OG0004825,3.775891455,5.965145124,3.697517477,5.400249612
OG0004826,1.410072266,0.41484726,15.79921128,10.14604546
OG0004829,24.96434005,5.448246418,8.702086115,7.701494269
OG0004830,44.34682451,40.73448232,97.21833377,79.3697237
OG0004832,18.65694523,4.06183836,51.84119954,47.41683404
OG0004835,30.21430415,42.57124778,76.44097951,70.9872239
OG0004838,21.01370056,21.59815293,23.1805091,23.81947072
OG0004839,4.774723538,5.870154523,43.83135369,687.8922151
OG0004840,106.8635707,344.0025916,574.7590658,250.7076606
OG0004841,14.09068327,42.39958022,149.429165,66.70373759
OG0004843,7.970459791,12.93579263,17.83480974,18.14405438
OG0004847,3.91415208,16.84293377,20.87241614,23.63671049
OG0004848,5.909796608,17.92268951,8.377563542,6.045170346
OG0004852,6.941491384,7.574868843,3.66926121,3.951153762
OG0004854,2.550035415,1.488017299,2.04823788,4.972438878
OG0004856,2.268082758,32.39502874,22.86316879,20.65054015
OG0004861,1.173712234,2.631446375,3.009177124,1.206245009
OG0004864,11.92315964,11.03733083,13.78258796,23.54736943
OG0004865,7.696582951,5.551834693,1.567979575,0.905189291
OG0004867,4.979388889,4.339400454,1.491693677,1.180963742
OG0004873,33.48680963,176.0722857,68.14714541,6.206803856
OG0004877,7.864643011,1.243391853,1.22419553,0.613253778
OG0004878,0,0.064274114,0.688802332,6.50465534
OG0004879,14.50020159,4.980819985,5.914111402,4.676610388
OG0004881,5.396085859,8.528305251,23.87189896,37.51831354
OG0004883,3.289717262,12.31784345,29.79016481,56.36615122
OG0004885,37.46174554,30.98410612,18.95847503,17.73081704
OG0004886,2.515938663,2.576483394,48.26676931,94.28699082
OG0004887,6.182688042,15.32140967,19.05238422,11.15488428
OG0004891,10.89290126,6.980014579,4.200686308,3.228335198
OG0004892,23.37289727,27.19155089,28.43343814,25.02524235
OG0004893,9.3913474,15.88909002,12.99496324,10.43078012
OG0004895,27.59068602,19.49822344,12.69404057,15.53837199
OG0004897,21.54567585,27.96155418,44.87020526,66.15389684
OG0004899,1.512672225,4.955185368,5.090634415,4.452862084
OG0004900,19.6120114,53.85271858,15.22428211,2.385067664
OG0004901,8.158904032,3.318473002,2.478802505,2.275845355
OG0004903,25.36077574,22.56646582,9.433514255,9.70317702
OG0004904,12.6073177,11.62771228,9.530364559,6.463492644
OG0004908,5.536884411,3.457744811,2.395967486,1.544291719
OG0004909,2.381457985,2.88310924,2.003804811,1.911783756
OG0004910,22.64878996,9.918151094,4.165192734,5.054064322
OG0004911,9.812428579,17.98682018,18.69145893,16.71258701
OG0004915,6.187834054,4.822573404,4.42667189,6.342434137
OG0004916,73.04137296,16.81014261,17.48125155,23.68340138
OG0004917,12.54841604,74.62427711,100.3696266,234.3307836
OG0004918,23.32563097,137.1353922,1823.697882,3688.220649
OG0004919,14.98440656,28.51027278,45.06673134,34.75102122
OG0004920,25.77432646,157.1252841,370.9165259,95.74528564
OG0004921,1.879436751,0.445857264,13.79692531,29.19626059
OG0004927,36.29940605,31.29054849,43.10706045,50.37242574
OG0004928,0.930122679,2.218565363,10.3427262,31.50503079
OG0004931,82.47788146,45.54787211,32.95137051,31.910004
OG0004933,8.583252307,6.704242437,8.904049235,12.89606338
OG0004935,31.07928524,20.24494742,17.11688228,20.16154471
OG0004936,23.11489861,13.00397801,8.150966092,7.398759748
OG0004937,9.876113316,18.45742306,14.55962464,11.32687173
OG0004939,12.39078628,13.99976245,3.029128279,3.113630684
OG0004940,11.59008334,11.55791966,3.656308845,2.573697232
OG0004942,24.88924081,16.33574987,33.04635384,43.59761957
OG0004943,8.646703743,9.050420212,8.799205146,14.96544787
OG0004945,3.522711028,11.76003986,25.39249184,21.79266765
OG0004948,2.114181682,17.21795936,25.93575872,12.27524005
OG0004951,3.825949526,3.486199407,6.440999196,9.142721553
OG0004952,76.42718999,59.43066912,21.43580715,31.69950748
OG0004954,13.33948879,25.38633618,33.51365658,18.83220463
OG0004955,36.05384539,60.52213703,12.49723476,1.945466997
OG0004956,19.60244334,64.01170176,132.7371151,77.72499753
OG0004958,3.094220185,3.898781262,0.974767911,0.570833395
OG0004959,10.35402273,9.876368622,2.686271586,2.006755726
OG0004961,58.30667496,388.8017237,558.2403427,249.5317684
OG0004962,27.5947187,11.59518132,5.093321287,4.549534908
OG0004964,11.96682635,13.35232585,6.785637579,5.589772254
OG0004966,23.3548837,4.745051519,5.565220751,8.162798108
OG0004970,7.291736068,9.100440353,4.659353145,5.181470704
OG0004971,10.47711278,7.870481837,9.555014602,13.67968629
OG0004972,2.84093193,6.423334974,126.9931036,352.0980075
OG0004974,3.903817494,3.464375626,1.936862981,2.212262187
OG0004976,469.0351582,109.8020335,231.2465971,215.476881
OG0004977,39.20286857,31.37571661,26.87727044,31.65758635
OG0004978,22.83854222,54.80135606,106.7299317,129.3471812
OG0004979,12.40444869,20.546814,31.02954629,47.38536873
OG0004980,8.876024784,5.608106233,4.474917707,4.59416673
OG0004982,12.15879539,24.26603272,58.01101386,59.27243521
OG0004983,1.882024779,2.736784945,18.94058086,6.101179682
OG0004984,13.38377353,11.05922334,20.11666788,33.94284344
OG0004985,26.60242812,22.74808557,21.86887318,31.96580854
OG0004986,12.35499076,6.247577321,3.046903796,3.196709259
OG0004988,46.51124869,33.36927898,46.91521365,78.06344295
OG0004989,4.717065386,10.223314,9.41314437,19.37530019
OG0004990,53.80105641,4.148851399,3.28048654,3.469586435
OG0004991,14.56711869,13.03814749,10.74594991,11.02943744
OG0004993,5.613611474,5.554600997,5.297209258,4.45414489
OG0004994,50.86092461,14.40599878,28.69257446,32.37670077
OG0004996,8.014864025,12.87427127,18.04807664,26.9058836
OG0004997,12.18001179,15.06319199,8.004611467,4.686822387
OG0004998,4.2352904,22.96365861,21.52541264,5.571958188
OG0005001,5.593699759,4.268445442,1.467116437,1.040301401
OG0005003,41.14892262,398.561968,2091.256344,2366.518598
OG0005004,9.261186545,3.234495315,4.352379615,5.099494193
OG0005005,37.45665241,26.21373367,48.11291106,15.23601866
OG0005006,9.524942273,8.113633111,6.898577972,7.928084478
OG0005009,49.44677413,54.21572467,27.37722156,28.38319952
OG0005011,11.15019539,6.774744601,5.968314643,4.348321357
OG0005014,38.88763094,51.2784272,90.26660599,56.4415793
OG0005016,15.51295285,20.43445246,30.81950142,16.05824443
OG0005017,9.332482756,16.47458449,19.30155931,11.7925812
OG0005019,0.09544724,14.72771665,5.232887831,0.623691577
OG0005020,24.60145578,20.82557788,34.60725501,50.61737198
OG0005023,235.0468483,500.8978125,1456.373552,747.6588731
OG0005024,112.2197959,206.1769534,357.9215187,364.3789902
OG0005026,11.07658845,12.07336415,39.24381595,64.54821717
OG0005028,27.72958552,25.52574567,16.21941839,24.70466305
OG0005029,577.8740028,732.3403418,382.6010191,95.28377055
OG0005030,3.050761524,11.63125915,11.71523665,14.70452475
OG0005031,15.32982238,7.973265885,8.983497435,7.187246662
OG0005032,16.01854915,10.53748867,4.440611805,4.118352075
OG0005033,7.568911379,5.482141299,2.314230983,2.307194655
OG0005034,16.19179119,22.81930342,19.88450414,22.55003488
OG0005035,33.10908885,46.94473058,5.575991371,1.509650467
OG0005036,20.48054008,30.52810183,63.73428536,261.0144411
OG0005037,52.52431104,43.74614081,14.71639063,20.50420771
OG0005039,40.92340409,32.00899255,17.24602843,10.45816854
OG0005040,14.7965062,18.80222505,13.9657233,16.63832177
OG0005042,40.29743015,11.57088292,5.798429366,5.355983867
OG0005043,28.92154371,15.77133399,9.356662801,10.9039991
OG0005044,1.998010297,2.46156657,5.138921764,1.231437742
OG0005045,0.538901599,22.8716711,68.95022319,2.29759603
OG0005046,10.58202712,16.71296272,34.68287708,21.00545758
OG0005047,24.63287362,20.99248497,41.95220454,80.15357637
OG0005050,4.975985119,5.425842694,3.863320005,5.388778665
OG0005051,23.29212108,14.02784868,11.1929613,6.422971381
