,C3_S1,C3_S3,C3_S5,C3_S7
VB Distance,153.6289,217.8502,202.994,201.727
VB Density,16.24429677,13.74127943,17.06579913,27.92705879
1 VB / Total VB,0.254497166,0.233342135,0.21335004,0.20526294
VB Diameter,46.94168767,41.86461546,38.73264891,30.33772343
VB Area %,0.037059012,0.024727772,0.02370764,0.022008766
IBS Cell size,63.84,66.806,67.06573753,58.742
IBS Area %,0.018613734,0.016630697,0.017935256,0.017845038
OBS Cell size,1166.387727,1563.147758,1437.666506,732.56787
OBS Area %,0.143582594,0.157479903,0.166178855,0.146453505
M Cell size,218.136,224.58,242.668,190.848
Sv*,2.158029331,1.647164903,1.855831635,2.443568579
Sb*,7.460987748,7.140430489,8.236940037,9.987390737
Leaf Size,4228877.121,4878107.144,3930011.271,1737740.265
1 VB Density,4.149118502,3.189588321,3.621903251,5.772521057
2 VB Density,12.09517827,10.55169111,13.44389588,22.15453773
specie.C4,0,0,0,0
specie.PK,0,0,0,0
specie.C3,1,1,1,1
OG0000000,34.10044984,38.18717166,36.37501654,71.2522977
OG0000001,36.53602807,42.62925319,31.79745455,88.29345684
OG0000002,10.41687538,12.440006,12.54143806,19.71294366
OG0000005,7.634899294,9.128847279,9.12019007,12.98499878
OG0000008,17.16204326,26.41725291,15.32751423,9.823344135
OG0000009,1.623349504,1.879264131,1.100542466,2.478642034
OG0000010,0.324417652,1.011798672,1.315760072,2.4105292
OG0000012,6.089297219,3.894753783,2.584797822,2.510962224
OG0000013,72.47227141,76.41492114,66.61890204,78.46801323
OG0000014,11.11715056,13.96363008,11.62651034,12.68337703
OG0000016,10.4441414,8.045967732,7.375173823,5.766835847
OG0000017,19.88119323,22.53707169,20.94406469,23.2259588
OG0000021,0.487407103,0.594612072,0.335309635,0.454349307
OG0000023,3.675092748,3.47806313,3.028696074,6.129781284
OG0000026,13.80458015,31.73099094,54.74171038,36.66675307
OG0000028,18.88131521,20.99420937,10.15154367,11.46585431
OG0000029,9.430987037,1.869563335,1.672574705,1.291122151
OG0000032,406.4989465,270.707306,112.0460695,90.15077257
OG0000034,42.47849158,48.43669522,53.99389657,64.92744293
OG0000039,2.398589745,2.087710975,2.205131245,5.501906829
OG0000041,9.233972181,14.61919813,15.4432649,23.08966414
OG0000042,2.249760653,3.176906613,2.701754876,5.840342784
OG0000043,1.351957371,2.695828537,4.856264248,4.701583136
OG0000044,10652.55684,3692.323595,851.0345102,98.05724415
OG0000048,0.222997448,0.081505443,0.482927776,0.599999656
OG0000049,6.792488036,12.30223894,25.09520875,30.64039021
OG0000053,951.9368639,1394.894897,602.2891532,387.6156412
OG0000054,14.74847572,18.12700167,10.20353089,8.658944559
OG0000057,1.951966834,2.926524804,6.159732791,5.508470822
OG0000059,187.8803935,371.872241,561.9754641,617.4589335
OG0000060,4.901275253,4.628438769,3.645122938,3.864170323
OG0000061,4.203485166,10.53678583,16.440513,24.44948832
OG0000063,10.23961276,8.620413398,5.80965739,7.64485963
OG0000064,2.696200966,5.508247911,15.31736256,24.6393447
OG0000065,0.110538635,0.162542841,0.068989054,0
OG0000066,8.995679082,10.19663805,10.43602038,9.610704858
OG0000068,18.4343031,6.775912414,3.138075786,6.03541246
OG0000069,1611.841517,1095.5648,1319.578265,1192.496308
OG0000070,79.1515637,25.80863655,10.09073502,2.113786698
OG0000074,0.695135683,0.795005533,0.524744082,0.720452887
OG0000076,25.31747459,20.71031508,25.6744324,30.39878087
OG0000078,14.79481097,14.37510411,12.33943844,12.29259357
OG0000079,73.15661202,178.8422378,381.2083814,268.4274428
OG0000081,16565.23217,67122.06149,79261.16165,32769.3243
OG0000082,7.887266626,8.451734779,9.813451678,14.76791506
OG0000083,2543.379664,2726.208412,3676.950474,3562.994165
OG0000084,644.7393037,422.7621304,853.1957191,1554.096345
OG0000085,7.624460186,12.29849204,24.56653159,18.4944948
OG0000087,6.696320083,7.912000126,9.702188509,9.016561308
OG0000088,3.63964524,5.036701483,3.242131085,6.609568472
OG0000089,154.7924518,154.462206,200.0147284,288.5116901
OG0000090,215.7145858,284.8274471,210.8238345,119.5939159
OG0000092,2.955522868,3.52030284,3.211477547,4.132117105
OG0000094,766.7158715,287.0579664,307.6019127,391.3881164
OG0000095,3.39337083,10.2315928,12.52935427,22.86243864
OG0000096,2058.078834,901.5716063,1921.72018,2497.531568
OG0000097,1395.021793,636.0547027,258.0153197,258.9833295
OG0000098,13.22421566,10.27373979,6.52740885,3.822477941
OG0000099,2.317659196,4.515463797,4.486427686,3.942748175
OG0000101,5.479304401,6.321301315,3.567626531,4.119542889
OG0000102,9.872698517,8.857668121,10.45942925,13.17636949
OG0000104,6.909793604,8.901024489,6.147938809,5.907180339
OG0000105,0.132026067,0.798285359,0.41029823,0.350487944
OG0000106,11.59932417,9.798718236,7.524021266,7.170321081
OG0000109,661.6387622,652.0633075,762.1277042,104.4836349
OG0000112,5.092181111,4.688919545,3.080631,3.867280546
OG0000113,4.567009001,10.12586875,19.53204551,34.92939349
OG0000117,27.22803932,29.45674753,26.22034243,23.24025831
OG0000118,10.51243956,22.14714365,17.82372117,12.18394325
OG0000120,10.12896119,0.598520307,0.200790435,0.040225415
OG0000122,7.863689933,8.709552042,10.34569406,17.14863911
OG0000123,53.24206574,82.83722954,79.72670452,78.60863912
OG0000126,1.903002939,1.429237606,1.705801314,1.52980977
OG0000128,30.30298823,41.8629648,60.62265249,34.14987662
OG0000129,68.98735589,79.12698961,84.47826267,94.44981139
OG0000130,6.402869766,10.33964449,17.09315134,30.9899625
OG0000131,504.2600524,624.3961014,639.5626372,171.7058221
OG0000132,12.36178574,15.94642282,20.51454966,40.37547014
OG0000134,37.97064171,58.29344425,23.26310782,13.05066611
OG0000135,32.86502155,92.44976042,84.74832915,59.29452928
OG0000139,27.16463361,36.84495656,25.38793836,28.29099497
OG0000140,1.364456505,8.543931269,12.03613334,15.98748845
OG0000141,7.031407019,9.255211358,18.08334574,29.62931965
OG0000142,1.853679649,1.789471227,2.153231535,2.421421909
OG0000143,1.121877549,0.816117601,1.973538701,7.228863458
OG0000144,7.913183917,9.71963414,12.02688935,16.61111886
OG0000147,3.37458641,3.069109896,2.683053669,2.864694644
OG0000148,0.772237908,0,0.169332341,0.069905013
OG0000149,2.652597345,3.715195424,8.767341911,8.262682432
OG0000150,428.8521022,437.5040119,213.3577489,99.27816733
OG0000151,2353.848642,499.9341062,599.4580148,593.751006
OG0000152,47.56714455,144.6007917,145.4707539,132.0302653
OG0000153,23.63441129,88.81110671,178.8929227,200.6362661
OG0000155,8.867269631,6.544710365,4.139121229,3.331162771
OG0000156,1.06430595,3.637191043,15.63246601,37.51020611
OG0000158,83.9047157,102.1265651,96.14720788,78.95105211
OG0000159,38.84364637,39.4157874,65.41081478,52.54303076
OG0000160,1.172466329,2.993881524,7.612976421,26.0052521
OG0000161,19.5761544,32.22427947,33.10243108,28.67101901
OG0000163,86.07681365,315.7290549,762.057079,547.2356725
OG0000164,16.12069506,16.74354503,9.940219883,15.09015847
OG0000165,6.396896333,19.85740615,77.34024975,106.6384893
OG0000166,0.912244387,2.366930146,6.983663166,10.71702003
OG0000168,49.47094311,79.04035585,175.1205566,191.4177045
OG0000169,20.80060167,21.09139016,20.33177674,19.13551286
OG0000172,2.873306816,8.761270574,6.881793113,6.687465733
OG0000173,14.60998623,32.73733933,133.3917101,96.73554298
OG0000174,1.262644078,1.178434071,24.49951492,27.56392856
OG0000180,7.375232589,8.279985855,9.962321079,17.2005105
OG0000181,11.64500319,11.46937173,12.45247524,14.32945349
OG0000184,1.724490878,3.862832639,3.815239827,5.440316791
OG0000185,56.89492915,122.5107071,103.1777325,62.70602911
OG0000186,139.135954,116.9726556,5.492389821,0.430587315
OG0000187,2.421631058,5.654011286,27.50739034,55.40163353
OG0000188,937.1878382,237.3858972,261.7898652,197.3814083
OG0000195,0.984402287,0.792034909,0.883132484,0.961766167
OG0000196,53.05486299,107.4464467,255.6091735,183.1258986
OG0000197,8.322194578,9.439242316,17.23343309,25.82024338
OG0000198,10.97726333,45.30890933,149.2007065,227.8549932
OG0000200,38.76649941,40.88778617,38.41261746,27.75609149
OG0000203,8.585677362,7.558270342,4.647460909,5.562726073
OG0000204,0.28554461,0.216328819,0.463492726,1.580217065
OG0000206,2411.130474,2805.390315,3778.865443,4312.077242
OG0000207,0,0,0,0
OG0000208,4.648776801,3.701593979,3.25907389,2.364582124
OG0000209,11.85554906,12.87169987,7.172703286,5.024761165
OG0000210,1224.261152,889.4733777,951.3523569,975.9924329
OG0000211,2.826069173,13.41204524,45.00513032,58.43248732
OG0000213,0.781276352,2.722139034,20.05911068,67.74739678
OG0000216,7.184075255,137.8514725,103.2459526,16.4002014
OG0000217,27.62590998,31.83813558,37.19209976,40.59223934
OG0000218,108.2944996,52.53710134,12.56115014,0.971756593
OG0000219,1.220592156,4.959686089,5.729759401,10.86727587
OG0000220,0.112467871,0.07043203,0,0
OG0000221,86.15154282,117.8135249,41.30358862,21.47669686
OG0000222,5.902037876,10.07098443,18.66088953,24.48736092
OG0000223,2387.058873,2940.754276,2162.144696,1149.336919
OG0000226,2.854191708,6.404363178,12.05314557,11.44132597
OG0000227,5.144219979,6.468845801,8.58327301,6.376905391
OG0000228,25.47346055,19.17295913,21.71769072,27.15406364
OG0000229,0.076958794,0.037038482,0.04793075,0.090187689
OG0000230,4239.498091,10670.43229,11498.19036,3780.292665
OG0000231,79.26495465,170.4649536,159.9684105,34.21637927
OG0000236,15.81727898,15.78723774,14.23141997,13.54641288
OG0000237,3.916319891,4.76123654,4.578012308,4.167582339
OG0000238,15.91828602,20.59435422,18.42350735,22.63100558
OG0000239,3.459631605,2.262851332,2.13881188,1.849475318
OG0000240,473.6818787,348.5417965,206.141212,128.8237299
OG0000241,64.36360757,41.37169965,62.0339931,148.3816222
OG0000242,4.643663532,9.014478192,35.7666306,32.9107245
OG0000244,1.806848445,20.72572703,17.99752352,1.711938906
OG0000245,529.6410882,516.4198949,273.0706886,148.8597603
OG0000246,369.2145332,824.7604657,1293.528748,1489.645097
OG0000248,0.154025113,0.221548011,0.737648075,0.320350547
OG0000250,6.981590245,27.61087604,18.65087971,9.852071715
OG0000253,12.90287561,13.29648147,12.14066824,12.74208049
OG0000254,7.522077377,14.62589047,20.85887332,19.74874277
OG0000256,36.84632799,18.87478415,11.09001803,7.779215211
OG0000258,0.845810751,2.410069894,13.10628456,23.29653924
OG0000259,9.88843873,31.87689471,35.96248494,21.09928098
OG0000260,20.62317523,22.83907996,21.41190326,25.4232475
OG0000263,163.1930801,338.8954229,925.4235536,486.1817742
OG0000268,661.8466824,442.4845086,315.8489971,414.4711923
OG0000269,13.99917224,13.09420916,8.854625072,9.258393796
OG0000273,231.0482166,378.8729765,265.643492,188.601291
OG0000275,8.400459078,4.353734258,4.055755943,3.378025109
OG0000276,118.7696619,113.135989,59.27918698,11.64374918
OG0000277,7.386160987,5.602385874,8.615879824,3.867559357
OG0000278,32.53436299,116.769519,292.9721566,405.5965286
OG0000279,668.9535669,935.441049,364.6544801,62.43591177
OG0000280,1.406441989,6.824054069,49.40851597,207.370767
OG0000281,253.9281579,444.5015127,490.6362808,442.8782545
OG0000282,0.697957717,0.709222829,1.13003787,75.73744487
OG0000285,3.776308898,1.268210052,0.659141437,0.820351252
OG0000286,4.734390943,8.553554423,14.77977904,20.05525062
OG0000287,6.406943414,2.962735109,6.769463965,11.87583961
OG0000288,15.63806017,25.06616835,13.71806542,13.85754163
OG0000289,46.78518493,85.18793353,109.6150266,95.62129379
OG0000292,125.0142902,89.246277,34.7791385,12.83655331
OG0000293,367.2366892,382.9271562,232.4773308,146.7772952
OG0000294,31.0225447,39.07007359,56.36242445,73.14141658
OG0000295,129.5524924,541.9110747,1842.585501,3288.765626
OG0000296,74.20030543,57.90432718,19.7497149,1.821427567
OG0000297,8.264435937,5.18385663,4.42421069,4.873676056
OG0000301,131.3992246,220.0306289,268.8258596,319.1969168
OG0000302,9.972613671,9.183163085,10.58863206,7.507712801
OG0000303,111.5707472,127.8323509,146.6828938,146.4441692
OG0000305,113.7653377,325.9032296,179.3535686,49.78978069
OG0000306,1.068519886,1.31620882,4.360494012,3.292996777
OG0000307,63.29929951,18.3440779,16.37325479,14.95726266
OG0000309,16.81056803,15.11256938,12.23263746,14.06636311
OG0000310,9.430983237,26.08821251,259.0620482,129.9231076
OG0000315,1306.121699,915.9972048,747.4533999,611.4595475
OG0000317,30.92129119,33.7059831,43.63907782,67.2417651
OG0000318,62.63562929,161.9306691,197.9451173,68.91032125
OG0000319,1.382963795,4.246326935,34.349113,149.7501675
OG0000321,28.83088565,28.25099664,36.57633722,19.05359262
OG0000322,24.379905,68.04510048,270.728982,161.9989786
OG0000323,802.7542598,498.6062616,663.7107348,858.9656288
OG0000325,965.731874,399.6175776,528.6852964,502.5855709
OG0000326,3152.354935,1773.327401,662.7437616,346.9266799
OG0000332,0.548703614,0.564715463,0.56379639,0.782654403
OG0000334,6.629126425,9.427364035,10.98992164,13.17640728
OG0000335,275.9256793,223.8232817,111.5224693,64.76501618
OG0000336,0.687076709,0.098144824,0.342139608,0.772431835
OG0000337,45.56325464,114.1519609,193.9433694,194.8496486
OG0000338,254.7247217,180.3037666,166.2285438,150.8820928
OG0000339,45.26623736,99.50378381,149.4368133,137.2872119
OG0000340,2.955580361,9.184671559,14.54078452,12.9991167
OG0000342,206.8351556,332.1233082,387.2151505,544.7285492
OG0000343,15.77637998,25.60927944,16.47433415,22.3765045
OG0000345,20.84122446,22.35222131,15.40242137,12.18899657
OG0000346,0.441525918,0.753742729,0.481746866,0.429564525
OG0000348,236.2511071,97.91444844,153.6446932,103.2131416
OG0000349,1.036410483,2.091917438,1.164612564,0.229011091
OG0000352,37.62543723,37.71420067,45.04079826,27.39183605
OG0000353,13.87597913,29.98446577,17.46621937,16.61326985
OG0000355,56.59764159,142.0941921,151.4265896,127.9705325
OG0000356,8.94044256,4.629014004,5.035802989,4.038445035
OG0000358,5.960452634,9.11812603,28.7888293,65.69446307
OG0000359,5.284824171,24.13144425,49.43026052,21.87537551
OG0000360,565.6615831,493.1077284,580.5032628,506.2844301
OG0000362,0.480890836,0.901025132,1.056819313,0.924816193
OG0000367,20.9796832,31.61638013,78.63576195,115.6930665
OG0000370,26.82615243,22.64971467,14.84389001,20.27905302
OG0000371,93.69675986,75.41303928,17.78487344,3.694420777
OG0000372,3.689405507,0.761514209,0.280034735,0.048776619
OG0000373,2.049182566,4.332631609,3.068383538,4.645039268
OG0000374,17.20613493,42.49096368,104.110999,209.2563873
OG0000375,68.13560312,198.2469949,516.3205172,850.8635357
OG0000377,6.006032803,18.79073047,42.43206946,55.79108572
OG0000378,495.8295579,2413.625985,5293.301247,5255.01354
OG0000379,14.82125802,54.13081099,62.94171786,51.83770466
OG0000380,15.42709769,24.70123844,85.77527495,75.50201763
OG0000381,42.43448851,49.3874328,44.4556673,26.48185485
OG0000382,1.469793169,18.55777521,8.398131515,1.405607629
OG0000383,14.26433385,8.741554825,9.166358264,10.04598103
OG0000384,33.02145179,50.90259379,113.7881232,85.43171176
OG0000385,3.119002431,18.44095603,28.14221478,27.43474694
OG0000386,4.114926102,7.131217677,10.41756874,13.43000182
OG0000389,3.46593652,28.62412615,275.518097,168.1390567
OG0000391,12.16221005,69.0295386,147.2372165,290.9977549
OG0000393,0.911666233,0,0,0
OG0000394,7.556844601,5.94659799,4.19447955,4.929733445
OG0000395,2.598171171,2.324370852,6.273514346,8.158099641
OG0000396,64.54872381,86.4793451,65.58594749,26.67930851
OG0000397,1.699782309,0.864339595,2.952504284,4.728418196
OG0000398,64.83740036,29.60524326,22.36514948,11.80836216
OG0000399,17.66498583,5.006741049,3.561891406,0.593906797
OG0000400,3.067192817,0.88544937,0.826083119,0.708861429
OG0000401,256.2435895,176.6071835,98.45597984,64.52251413
OG0000402,1.569484249,4.11481317,3.427281521,3.599871861
OG0000403,12.12788125,12.24281992,14.47153791,12.08622608
OG0000404,13.09424093,14.9161291,47.27616559,57.05614011
OG0000405,3.48914624,20.97892686,30.55165602,27.82196622
OG0000406,1.749666682,2.666473434,7.429526942,11.68854866
OG0000407,174.4369025,907.2186371,587.6763609,198.8183261
OG0000408,5.132019191,4.007296452,9.180149466,11.69812409
OG0000409,51.69581763,41.72453037,31.70163158,12.84281899
OG0000416,2.231332897,3.788692005,9.387999043,8.719508162
OG0000417,12.26831859,7.926994615,14.41645877,22.03889149
OG0000418,2.383759991,6.035786681,7.358489723,13.02697569
OG0000419,3.674279671,2.967902246,4.757050703,5.140357558
OG0000420,8.301008169,26.08078909,30.54456774,22.59440906
OG0000422,3.14892548,10.43570018,37.44784412,26.17922024
OG0000429,528.6544602,383.6251255,249.0868143,282.9577158
OG0000430,8.56814656,6.706919791,3.411059355,3.921422991
OG0000431,14.84837839,35.798502,69.70942131,117.3714587
OG0000432,249.4892348,120.8725608,178.6849865,175.0693541
OG0000433,136.2097538,262.6803381,203.3573909,138.5959511
OG0000436,55.23306888,69.42048498,42.68083045,46.22258414
OG0000437,65.33345498,56.19595197,61.43605572,67.44666591
OG0000438,0.054804039,0.105830825,0.41910396,0.59209484
OG0000439,2.008194316,9.433990312,18.58391927,21.75046166
OG0000440,39.04743155,47.85380628,83.46224981,72.4426229
OG0000441,36.35688987,260.8205499,159.7058841,15.93066068
OG0000442,7.479113093,48.75044001,72.35140284,44.38459342
OG0000443,2.701763736,7.987227007,10.10196072,4.721029378
OG0000444,147.8643965,658.4014958,2080.914731,1600.749242
OG0000445,578.4241254,829.7869391,924.4095923,715.8866204
OG0000452,8.365863218,7.36724852,5.702589474,5.938623317
OG0000453,0.730972036,0.300425108,0.494383959,0.630693036
OG0000455,0.119128591,0.529343456,0.310462802,0
OG0000458,1.577266731,0.683511963,0.430544891,0.173232849
OG0000459,0.369598248,0.424092755,1.385398435,1.525476628
OG0000460,0.383381717,0.259367996,0.772665962,1.053360613
OG0000461,2.833300917,7.313418244,13.99952686,24.13159307
OG0000462,2.107705936,4.194058574,5.71674898,5.548608674
OG0000467,90.77950343,169.1895557,193.8214072,93.08062543
OG0000468,37.90289101,41.92670954,31.93466835,33.48599079
OG0000469,167.8809448,110.1190395,54.80689172,65.68835317
OG0000471,5.518124497,9.086678372,18.73610971,20.89742817
OG0000472,45.30249079,80.71419606,122.3305087,110.5359068
OG0000473,1.80745671,4.89455302,12.48435357,30.72316622
OG0000474,4.672728066,14.85757254,29.28669497,30.21467571
OG0000475,58.52650918,201.3720858,173.6145164,113.2484682
OG0000476,9.554964445,36.21724274,54.01204097,28.08580048
OG0000480,8.135799216,11.01505018,8.463494586,7.061969887
OG0000481,45.5341746,26.81545211,27.92956088,29.21715912
OG0000482,0.84181798,2.49472843,5.153878458,15.31611546
OG0000483,17.68360608,16.48379607,21.71034547,14.38561602
OG0000484,1397.221016,1463.256872,1337.809545,1485.917701
OG0000486,4.893610346,2.64992354,3.018323151,3.038129241
OG0000487,98.13005444,53.1285825,38.69243922,37.84331622
OG0000488,129.7098133,83.31247875,67.36529637,52.85107759
OG0000489,4.917217915,2.618019736,2.180089144,4.578741606
OG0000490,50.62107018,212.8863528,370.6282136,443.801282
OG0000491,84.58614472,103.4464633,86.13695024,44.61247243
OG0000492,5.407563797,7.316867273,12.90575473,4.049628072
OG0000493,3.696800384,5.051526083,5.154030807,5.416229787
OG0000494,5.583683,10.10761402,14.1702792,15.39593422
OG0000495,185.4011414,278.1105468,375.749179,289.5785109
OG0000496,313.8732005,268.7824851,241.5778627,334.8909862
OG0000497,8.743560327,20.15841561,7.642550568,1.932213476
OG0000498,80.62311627,124.9598168,218.3916434,210.7567076
OG0000499,88.11230901,220.839579,393.8572456,519.5339243
OG0000500,0.029095003,0,0.206975369,0.025057538
OG0000506,12.33421207,62.25550414,190.27558,443.7767658
OG0000507,72.59957185,74.53570777,73.85552001,81.82464312
OG0000508,9.997169263,14.03548467,20.72466027,31.68313358
OG0000509,291.1960712,219.1067387,119.4985307,112.9157302
OG0000510,48.1865897,85.25936881,130.2800305,153.6762627
OG0000511,464.7093176,572.3252421,757.6811235,818.0011336
OG0000513,201.3925895,150.1773605,163.3208213,164.7578029
OG0000514,2.696539636,12.40214092,32.70045026,44.62009151
OG0000516,182.8059358,429.3165218,1231.29701,2450.32421
OG0000517,7.016353168,5.624471028,5.745389191,6.169620963
OG0000519,2.532486199,3.202062404,3.055870725,3.734093269
OG0000520,32.89269823,47.97736665,43.98927716,19.67557345
OG0000521,13.84081213,39.29466879,57.61158849,76.85175693
OG0000522,122.5838167,223.517403,679.0920104,680.854062
OG0000523,2.478579626,6.549508655,12.05985542,11.17674581
OG0000526,5.07266401,7.014465019,6.328655313,3.827213968
OG0000530,11.90519309,11.9334331,11.91342891,15.29172857
OG0000531,3.491096688,3.762500773,9.331248634,16.75033399
OG0000532,429.0786388,349.2357856,292.2580612,305.567551
OG0000536,144.9299414,142.8342811,184.7944007,271.6621456
OG0000537,0.959996202,3.509987875,23.03569914,25.10524625
OG0000538,55.75766616,70.05387079,61.52578611,65.06384708
OG0000539,22.93206582,45.33585402,35.9513579,16.29442704
OG0000540,52.35110866,54.54783042,55.134823,44.18782437
OG0000541,0.226731385,0.279931564,0.291452291,0.196133759
OG0000544,11.54111034,9.074269519,7.082750705,9.024000042
OG0000545,115.1979684,884.0017169,1922.001598,747.6519191
OG0000546,216.5003478,398.1011478,726.49143,871.63811
OG0000547,0.247402535,0.286020947,0.261567914,0.584863542
OG0000548,37.31601894,30.87398594,41.71002926,58.22444005
OG0000549,11.25112083,5.514405755,4.768014338,2.857986078
OG0000550,15.32740375,32.59950285,88.13639631,110.9499593
OG0000551,14.6695852,9.045213757,7.441417633,9.735070368
OG0000552,53.97611173,152.7818409,122.1019641,78.64614086
OG0000555,22.73636073,16.95495932,16.22692923,19.21832652
OG0000556,6.370404747,11.02264633,6.898767765,5.389437786
OG0000557,72.73923693,62.87563728,63.79643724,49.16527371
OG0000558,270.3242476,210.6582793,231.7403971,246.7279195
OG0000560,83.53313125,110.8104762,92.04798234,88.75252735
OG0000561,0.983756343,2.926750888,27.1164488,33.64117885
OG0000563,143.8823008,162.305535,122.4276192,63.53918543
OG0000564,48.14305823,27.96382884,36.55065103,49.88103104
OG0000569,0,0,0,0.210329772
OG0000570,14.49674039,14.92106073,309.4602753,130.2938217
OG0000571,5.032669521,2.864519945,10.4240219,29.56033419
OG0000572,0.628467901,1.609714609,4.8415619,21.41611593
OG0000574,71.18361338,110.3300188,110.5425188,197.0001023
OG0000575,2123.182258,3296.230693,1409.271841,195.4872304
OG0000577,6.04984052,7.56376194,12.57694657,31.29778236
OG0000578,0.769294337,0.553187245,0.63240654,1.722199792
OG0000579,9.184420226,22.61307005,0.748683212,0.075125764
OG0000580,265.793229,588.8465565,820.2350433,957.8548788
OG0000581,14.5563113,33.11869415,41.80953729,21.05680819
OG0000582,232.1559892,241.1085918,268.8371132,214.5447256
OG0000583,42.43537478,43.35602656,36.40078715,46.34504719
OG0000584,10.76120845,8.379253503,4.866563074,4.883563544
OG0000586,19.06501074,6.266029413,4.466109179,7.62221919
OG0000587,11.6674696,11.10427658,12.07905261,8.745605433
OG0000588,49.34093927,57.59510881,159.5207954,169.3794085
OG0000589,116.7831094,112.4774872,131.6486205,125.0710142
OG0000590,30.96828155,65.08652512,99.67928878,72.68512481
OG0000591,22.49980648,16.49208296,13.32415116,11.27073488
OG0000592,0.032679282,0.353946845,11.62735832,11.93344186
OG0000594,212.754189,150.6732151,96.67428921,74.82664961
OG0000595,8.299216394,11.30351,50.88092152,12.49238438
OG0000596,91.69464188,89.23964854,85.05578024,104.4099298
OG0000597,405.7967575,376.7559574,300.0504137,263.4727292
OG0000598,7.587003607,11.61498927,23.22083619,37.35728553
OG0000599,108.9099662,48.39834126,39.57984834,40.37635478
OG0000600,138.9955437,198.9787674,501.1810916,326.3976359
OG0000601,85.65050794,56.69766453,31.62943759,34.0896706
OG0000609,0,0,0.131744959,0
OG0000610,3.789121481,14.12561264,29.42699928,18.94983505
OG0000611,55.71961477,195.9367035,384.1436538,438.9288908
OG0000612,6.302661808,20.2079998,66.66650469,123.0215352
OG0000614,24.11513469,29.5002261,52.45244848,48.21219254
OG0000616,1.831068385,6.640945665,33.36043942,40.96248502
OG0000619,26.53572848,34.44311466,12.51072327,9.122392732
OG0000620,72.91732235,98.49332951,138.9115795,113.0760823
OG0000622,485.041815,295.3419284,892.0963692,1442.666859
OG0000623,1.008110803,0.643815418,0.478826973,1.438139409
OG0000624,47.36474589,31.32171201,28.40903966,29.88877977
OG0000626,29.46439402,12.70584063,18.95133432,19.25916622
OG0000627,2.401942843,3.31580863,3.744561971,3.867741232
OG0000628,1.415211606,4.265485631,12.15818586,14.1743526
OG0000629,6.977669025,8.306562727,28.33354281,80.4850039
OG0000630,160.8431623,153.650041,28.70290021,2.23697936
OG0000631,24.74426363,26.13208907,21.80013815,19.91243463
OG0000632,352.3844247,355.8582445,37.23428955,7.551427196
OG0000633,0.275970214,0.230446872,0.179384039,0.049327828
OG0000634,16.86916328,14.94240605,21.58040152,27.96192529
OG0000635,145.8809948,199.9976759,232.3373523,237.7757383
OG0000636,199.7927735,138.8888865,116.6681074,110.6440546
OG0000638,9.020747922,13.35528697,27.28039282,36.64466949
OG0000639,30.37809791,90.58925025,153.4371911,115.9753188
OG0000640,31.35279888,20.10744298,20.73377651,23.01012388
OG0000643,676.3875283,369.4155362,478.9999839,765.7196601
OG0000644,39.46201057,43.24935249,33.09725707,29.0324774
OG0000646,4.642009579,4.050916575,3.769837657,3.130056051
OG0000649,33.89828189,19.39012629,21.18939727,24.85112144
OG0000650,97.29343542,65.39075589,68.2869253,78.39718554
OG0000651,74.75358154,89.73301585,143.2553295,299.0415923
OG0000652,30.86751645,23.53266059,34.1865224,40.41455357
OG0000653,5.268961598,4.190368009,3.260828791,2.380220464
OG0000659,8.907364699,6.109013225,8.428982452,1.839426071
OG0000660,0.346970296,0.172093893,0.101849738,0.152589537
OG0000661,490.2478898,298.7105005,305.468154,306.9499847
OG0000662,8.112991818,1.401087023,1.695220306,2.36416678
OG0000665,151.1120607,200.7654864,194.6460234,189.6177134
OG0000671,42.18822773,59.07926743,38.01145919,30.421621
OG0000673,55.29145331,14.9960222,11.72478854,12.60241088
OG0000674,20.24357056,30.87849112,30.9244701,59.33162589
OG0000675,111.5851295,155.2801672,119.9533843,96.13856083
OG0000677,7.002450373,16.25900622,36.00243981,46.40297716
OG0000678,317.6456531,302.4676047,220.1080244,210.417963
OG0000679,5.81652841,6.910823183,6.114246745,9.050054058
OG0000680,97.01245901,110.8501131,154.4591061,25.14242001
OG0000681,0.677679961,0.933461472,0.451181302,0.452047395
OG0000682,14.69920262,13.40463287,13.63064551,17.82800542
OG0000684,372.080367,361.6459053,235.6963853,177.2029591
OG0000686,80.92343736,101.2712881,93.91851038,71.76940757
OG0000687,37.49665752,23.88048843,8.543775908,2.252440892
OG0000688,44.72589825,32.31603355,33.33860891,28.59027043
OG0000689,20.35594141,78.45941345,201.2408985,271.8179861
OG0000690,6.769503497,8.04713361,7.986132328,11.25409006
OG0000691,54.91241157,29.13144569,17.52198369,2.830084389
OG0000692,26.34717465,17.11065148,14.15183212,12.53589191
OG0000693,1.953234567,1.791228119,3.359706806,4.951352682
OG0000694,7.963462838,7.643387051,6.325271166,5.763292931
OG0000695,69.80699681,44.32630002,41.09837084,33.74955367
OG0000696,6.336109175,25.95634473,70.89718335,16.43651394
OG0000697,73.60346375,39.41845865,37.64960318,33.01996281
OG0000698,104.6642524,86.86831336,99.54185363,94.72080176
OG0000699,3.563920945,10.41257809,13.35269257,15.66027718
OG0000700,221.5293591,55.31223301,20.69994912,14.0257739
OG0000702,20.80683149,25.98445511,34.49590777,38.92860865
