,PK_S1,PK_S3,PK_S5,PK_S7
OG0008580,28.68062137,8.548419162,8.143212616,12.47201705
OG0008583,17.52641439,25.80878962,24.25504975,28.95346285
OG0008584,3.682163403,2.577723194,3.889987452,5.000324791
OG0008586,4.84067467,5.465159843,5.856092808,6.430629264
OG0008587,5.787612642,6.091004622,7.646710436,7.682578698
OG0008589,10.25373807,6.709353308,5.313077561,5.520107424
OG0008590,5.862753898,13.3088781,26.81177867,52.23232336
OG0008591,14.26537124,10.50064312,7.128916147,4.349208164
OG0008593,35.03413948,134.7155397,66.88267316,55.02005815
OG0008596,35.80229689,16.95098434,10.58668467,12.84567517
OG0008597,3.981739234,4.858335126,9.216374639,15.54352556
OG0008598,19.88740658,13.76864879,15.47279483,13.07442627
OG0008599,1.037866282,2.230590075,2.428246283,2.766729973
OG0008600,32.09672324,11.56800436,57.47239513,194.0231048
OG0008602,65.02295181,47.93749871,50.28839807,40.20181134
OG0008603,10.01229928,15.57898398,12.05644106,13.51706087
OG0008604,10.23563066,7.179956207,6.268855594,7.744481583
OG0008605,9.827042586,4.394800766,3.309210287,2.975023784
OG0008607,46.70315055,39.14754091,44.91361805,49.60691257
OG0008608,39.39445538,394.9138567,752.7068945,585.1610183
OG0008609,45.62180196,147.6163247,161.8570967,58.1850391
OG0008610,5.072312111,4.440106301,5.328721626,6.494652055
OG0008611,28.05108097,18.82467685,24.02902026,24.50823833
OG0008612,16.98294628,14.08775428,18.54809168,17.3937529
OG0008613,5.231094474,231.9647334,224.6600071,199.9615694
OG0008617,8.104729498,5.924806261,5.838569139,6.952427841
OG0008619,7.947735882,5.509714736,0.350714302,0.053716101
OG0008620,10.32719893,5.718951302,3.823706009,2.507666523
OG0008622,10.40371302,7.955671131,8.399357333,10.53258502
OG0008624,20.71353056,24.1961511,18.57814827,24.00387608
OG0008627,59.07163401,37.92036801,49.8517355,48.54929795
OG0008629,5.354542048,18.72081281,11.82192935,26.65836894
OG0008630,12.95907233,17.07418528,16.43444215,21.59356046
OG0008631,108.6367469,134.0619875,71.20521489,62.41930086
OG0008632,118.0561338,95.44516896,79.07483384,64.78315174
OG0008633,26.71606295,17.9864749,21.09817512,24.61320205
OG0008635,42.12275108,13.95271843,11.83018399,12.13034806
OG0008636,33.62816094,14.64229283,15.44022208,13.72092768
OG0008637,62.72221399,117.1423687,103.8080703,66.66097669
OG0008639,49.84467861,19.610468,14.41034492,12.32959628
OG0008640,0.788178225,1.376177986,0.884249423,0.122187763
OG0008641,36.34509273,29.41938283,31.66684164,30.19299989
OG0008642,28.93619942,19.48429995,14.84444851,10.22297404
OG0008643,53.07488041,28.06018181,13.35682752,9.88462762
OG0008644,7.677233851,46.29577835,70.81193768,49.75986304
OG0008645,3.039606553,49.38149237,16.11296862,7.953210715
OG0008646,141.0557831,131.8096339,105.1574764,100.503595
OG0008647,9.456455789,3.882497505,5.085117174,8.072482376
OG0008648,28.02451475,47.85690299,46.83222935,61.16723256
OG0008650,8.903961822,8.286879326,5.93502676,10.72602382
OG0008651,1.077906655,24.54964942,5.945723162,0.585778607
OG0008652,0.254263332,10.52967824,258.1245495,552.0276299
OG0008653,0.489600451,1.384508499,0.538315274,0.22196172
OG0008655,12.82012849,30.50729134,92.75614896,161.6986477
OG0008656,3.303262044,10.58759198,21.72607191,49.03555575
OG0008657,5.896225828,12.68077452,23.96743043,35.20053838
OG0008658,9.742634337,8.166982176,4.26779362,5.189617033
OG0008659,8.905251177,5.823187357,5.552908698,8.167215628
OG0008661,5.431096579,7.139810317,10.71012305,22.35221057
OG0008662,36.57701915,171.4405573,183.6048231,144.7777982
OG0008663,91.40120125,163.2132677,38.08492674,33.5358121
OG0008664,9.037811926,7.832521612,8.450868179,11.43733811
OG0008666,19.35597277,43.1912439,84.4743781,102.2133737
OG0008667,7.110536779,6.422383518,6.216312962,3.510971498
OG0008668,11.35451929,20.73783688,13.24849301,9.407496299
OG0008669,1.42117172,2.157361632,3.434889623,4.223737334
OG0008671,1.529075963,2.337151904,3.071903589,4.069113641
OG0008673,4.165320113,5.50940704,7.636835839,13.17980913
OG0008675,3.13484918,28.40391668,12.12292959,18.03879247
OG0008676,72.53749598,51.68601715,56.87435841,25.66137047
OG0008677,30.16987729,48.52005683,85.35342348,61.54327253
OG0008678,5.004811194,4.500897248,3.511965107,3.585028062
OG0008679,13.62532676,11.85559519,11.85095777,13.11715193
OG0008681,3.618418104,7.83321122,7.40369918,8.3422527
OG0008683,20.4799033,54.17254428,93.87838404,232.8636051
OG0008684,148.9942996,614.5421709,871.1378011,423.7830131
OG0008686,21.30193867,17.24113795,18.4806427,22.88116056
OG0008687,6.658371113,9.336137686,5.229517001,4.039583483
OG0008688,4.02626767,6.165758187,6.926027691,6.918846247
OG0008690,5.479528119,14.58095666,14.00949803,6.31940833
OG0008691,3.63285456,7.105851609,9.114062896,7.307537929
OG0008692,0.549303643,0.129827639,0.159602732,0
OG0008693,17.59790295,21.94138715,31.7011185,32.44839113
OG0008694,4.191409166,10.37946812,10.47083751,7.41510779
OG0008695,32.74972169,25.80827703,22.49792577,24.65377447
OG0008696,16.87185858,12.57110167,9.395634106,9.524963374
OG0008697,27.32271237,26.24874595,20.95312054,20.52413047
OG0008698,0.613074993,3.599806608,4.852149466,8.037729287
OG0008699,19.98967278,31.19588454,27.1833214,16.95153013
OG0008700,13.89720032,13.99440935,10.46031421,9.439492229
OG0008701,2.82652658,3.297714356,4.6057607,8.084704246
OG0008702,23.64338745,25.19222731,26.56879509,31.05945121
OG0008703,21.12674435,27.18613832,37.9712796,64.08116188
OG0008704,22.71856482,29.59892316,13.10053811,3.707781699
OG0008707,5.194818252,3.715362405,3.448161505,5.283903436
OG0008708,7.257792077,6.056805965,5.878268881,7.433565618
OG0008710,24.39658633,4.105832356,2.957866338,1.002265221
OG0008712,33.77934231,52.76820949,57.9695968,81.69469404
OG0008713,98.48280241,63.65574058,14.99852009,3.200100938
OG0008714,9.994987207,15.6208242,20.02625708,27.58837827
OG0008715,0.400619055,4.431167546,7.781859364,27.88189665
OG0008716,24.57831558,21.36364943,18.92008591,28.93102841
OG0008718,21.0742193,16.28308245,16.12275299,16.29725834
OG0008721,10.70290635,8.279063824,4.931588852,2.703274282
OG0008722,4.56826898,29.8907997,43.54164168,65.38894199
OG0008723,15.15256442,10.72165507,10.89397038,12.13247582
OG0008724,98.47159822,64.865848,73.75572164,80.20870732
OG0008725,31.47290343,25.93124681,26.02679394,28.07565995
OG0008726,5.649131003,10.26521348,14.03120431,14.76229429
OG0008728,8.918556431,16.69254967,6.609123342,2.602342037
OG0008729,4.093600255,10.91354433,8.763639383,7.458861509
OG0008730,8.188506775,11.36339764,12.88664571,18.26466861
OG0008733,5.584982365,19.79150002,31.93844331,33.84180755
OG0008735,148.2499549,93.27710772,42.13537555,45.37183558
OG0008736,9.993394322,8.556207499,6.824882741,6.793711399
OG0008737,68.34815961,414.2269792,190.746241,51.91230448
OG0008739,5.335136014,16.04187544,22.44673023,18.30280532
OG0008740,0.502090872,7.987800366,4.95549848,5.491691113
OG0008741,0.531301642,1.043221718,6.749942249,21.42754478
OG0008742,0.808074454,4.585234878,13.15916904,21.36132188
OG0008744,4.649033069,5.226201518,3.584051846,4.078261933
OG0008746,0.314193183,5.171963922,1.094638255,0.485148063
OG0008749,41.76278367,24.66210402,23.97553017,26.33564476
OG0008751,36.07147899,100.8558806,213.7633327,143.3603744
OG0008752,31.31309152,114.403712,171.7596943,115.7887784
OG0008753,3.826297713,3.833539933,2.434471647,3.676356403
OG0008754,1.533313251,34.13836264,15.07824176,8.364184496
OG0008755,14.71836489,26.66839401,33.13278485,36.85280268
OG0008757,3.843830574,3.015765717,3.06827741,3.151330696
OG0008760,8.56244906,5.746296361,3.983693719,5.295470711
OG0008761,24.19684999,9.995342633,7.314238598,10.97745777
OG0008762,0.713507643,0.097582999,0.050179275,0
OG0008763,9.727992448,19.08260785,44.38460736,85.44921091
OG0008764,20.79783508,13.97283885,13.38522163,14.0280505
OG0008765,39.27743266,34.1648472,28.47735172,28.42465194
OG0008767,57.77902841,23.6870392,19.52069091,6.880814595
OG0008768,27.04160258,28.89688039,59.74773963,60.25383106
OG0008769,3.66066544,6.029407504,7.553575724,7.027685262
OG0008770,113.1551382,60.6283462,53.36370013,31.28526619
OG0008771,4.581668343,9.125695391,10.99385608,10.63583943
OG0008772,40.82499797,36.55723253,28.8796614,22.82906343
OG0008774,13.22502268,18.43808091,7.357697381,2.237967532
OG0008775,4.586537046,3.739307004,3.940238486,5.804172482
OG0008777,0.267628507,11.95676721,56.93285688,63.54506654
OG0008778,11.37715611,40.55441448,63.59924797,68.74701997
OG0008780,22.71219277,16.37605034,10.68227397,12.24871229
OG0008781,2.221944582,5.941652062,10.36099868,9.545188112
OG0008782,4.604362124,4.713587238,6.896887119,6.626638419
OG0008783,38.3030025,25.08950181,28.36347943,32.55119038
OG0008784,0.052329847,0.194090347,0.258197758,1.680994208
OG0008785,25.71277885,26.32336602,22.31358535,23.9629373
OG0008787,172.2517882,120.1974546,139.2616629,126.4249831
OG0008789,7.045709685,5.677231425,6.164652193,6.3208494
OG0008792,17.6111863,4.864766823,1.797281691,0.659851604
OG0008793,17.33183205,18.70492171,16.67537574,14.5957576
OG0008794,31.95406854,23.14742662,28.67755843,38.15695052
OG0008795,135.5492173,95.9122966,115.5497922,54.61993137
OG0008796,10.75780278,32.75313536,57.1564694,54.61172232
OG0008797,22.43911648,17.94800675,18.65856389,19.26343158
OG0008798,35.40278791,10.66837958,26.30952471,36.68100722
OG0008800,7.27694102,12.37368804,24.61546186,32.6180466
OG0008801,8.872473822,10.17252515,10.56554173,11.89402684
OG0008802,130.2174837,171.2753612,285.7020145,238.7358905
OG0008803,19.27798814,6.846852657,4.180701531,1.768303107
OG0008804,86.46346156,114.5822928,74.11855307,16.49330626
OG0008805,10.19153397,5.830923712,7.617287389,6.282426263
OG0008806,10.14568214,13.61948974,12.4485851,10.85208305
OG0008807,80.23674428,73.28896049,59.24695362,38.31831804
OG0008811,1.168859953,2.63827251,2.775916763,4.049054923
OG0008812,5.083838007,4.084125316,3.605414095,3.648293695
OG0008813,16.16694345,8.206878568,7.960622941,8.657780363
OG0008815,31.54734417,65.15556839,81.41040032,55.14572185
OG0008816,5.94716535,15.14892252,11.83518482,12.14038503
OG0008817,43.86918092,176.3937222,742.7182837,1521.309077
OG0008818,20.14519738,5.038150089,6.525055715,10.10159997
OG0008819,5.201138273,16.99891248,35.16595588,17.20953903
OG0008821,17.76734175,8.84838333,10.7006079,10.23369854
OG0008822,23.84656351,32.97732458,34.52263885,49.74430008
OG0008823,15.0757356,73.2258029,177.6713051,126.0403994
OG0008824,9.141663428,29.35476469,29.50948697,13.4000561
OG0008825,0.091473712,1.721782974,2.061432133,2.427126816
OG0008826,12.92842292,10.04284097,9.577353855,6.876731143
OG0008830,182.8336292,228.4074852,397.2791058,228.7732727
OG0008831,9.687633726,8.82637503,9.484113656,5.822837366
OG0008833,18.65748447,18.00429863,15.64272248,19.59135315
OG0008834,20.73000454,12.1281742,17.03723851,26.25660778
OG0008835,50.99561897,38.54354348,28.42489968,23.95541257
OG0008836,4.068275234,6.377864759,6.054435439,6.632123923
OG0008837,28.15202935,47.8861416,56.14863266,73.26779154
OG0008838,7.844867005,13.56617576,19.36007318,18.19780585
OG0008840,7.810267373,9.623514938,14.24217939,20.13555284
OG0008841,70.66733033,24.83949961,18.61403012,16.57050328
OG0008842,77.48521316,74.81089155,60.70781385,58.57131141
OG0008843,13.51711949,34.59943932,14.21611413,12.43665971
OG0008846,7.657317084,20.25199988,30.75905358,36.34768425
OG0008847,35.02238909,16.93546483,4.096052099,0.953853354
OG0008848,0.654202055,8.236056225,18.16998515,12.73599217
OG0008849,17.30822428,24.11404477,32.13048159,55.48210765
OG0008850,13.82377858,11.79023388,11.84436657,13.43470782
OG0008852,78.75991661,90.01033386,66.11429017,46.98865886
OG0008853,8.494559309,6.784579721,5.956288877,6.214468094
OG0008854,38.90283296,142.7549194,196.6988054,197.8436082
OG0008856,13.42576455,13.6985501,11.28806553,11.0132459
OG0008857,10.14078668,10.55409535,10.6879962,9.696075805
OG0008858,4.484540899,4.618893679,4.31185856,9.986979335
OG0008859,6.369242919,6.857560701,6.348299113,7.19773388
OG0008860,9.87474372,11.09328561,11.18943118,14.21145594
OG0008861,6.729433226,6.329069061,5.371483553,4.758615435
OG0008862,32.86166092,42.9791461,42.73922124,35.25909833
OG0008863,5.890112193,4.282288245,2.225629311,1.138103575
OG0008864,9.469379091,11.9751038,21.22880079,51.72322799
OG0008865,14.98180442,14.78809214,14.16288673,14.34906251
OG0008866,10.3337206,12.05211562,18.37995016,15.50837267
OG0008869,20.07941225,27.66195568,26.22745313,14.59842807
OG0008870,29.59636618,54.34432209,30.90607283,22.73076819
OG0008871,15.41829906,28.43594915,61.4783912,88.58113965
OG0008872,6.068067314,4.393349656,6.015002854,7.553716845
OG0008875,23.05784404,14.08744089,9.576427968,7.420975811
OG0008876,317.8333399,1159.73098,2099.567586,1455.011331
OG0008877,5.263608276,7.142605913,9.455830562,10.0722757
OG0008878,45.26579737,42.21012359,37.35293687,32.33266126
OG0008879,151.8980226,187.7603333,399.4989856,453.9449887
OG0008880,50.60484434,107.8235498,98.58505471,45.94545891
OG0008883,23.48461098,10.10249244,7.064703786,10.45086692
OG0008884,548.066413,119.3037265,58.4590856,57.67327537
OG0008885,4.522665032,3.180360206,8.726765332,12.42079028
OG0008887,50.91932738,26.51129267,9.125556556,8.419625312
OG0008888,1.527302592,18.95884797,107.0077182,108.4217361
OG0008889,22.67067128,40.4905849,54.33819527,40.46066095
OG0008890,1.647436055,10.53672248,3.2193622,1.789556978
OG0008891,4.640465924,12.39188412,11.60994714,10.24173859
OG0008892,39.12429812,33.02901533,45.61642891,32.00943718
OG0008893,14.20668743,31.66029836,49.75532149,75.71484573
OG0008895,10.62801592,13.54387778,14.01281126,14.36358782
OG0008896,6.627154228,9.895687465,7.103993025,5.053222275
OG0008897,3.571901962,6.756318504,4.818788113,7.381023625
OG0008898,10.33390551,13.23551388,8.732672842,8.779778051
OG0008900,11.12066993,5.385788579,6.656659025,10.06864613
OG0008902,48.45801921,56.89027944,79.9252523,61.18007684
OG0008904,160.1366962,108.5815183,124.282431,105.3989438
OG0008905,15.92216546,20.38701659,8.378420831,7.666457094
OG0008907,0.105045028,11.13863849,103.8421757,208.8544655
OG0008909,19.39308867,7.184997498,5.826545246,6.871190583
OG0008910,97.68665697,32.69395843,94.8061997,57.68037418
OG0008911,14.17881907,3.116149312,2.177089101,2.73783471
OG0008912,12.14847494,8.842487607,6.434594646,6.135400031
OG0008913,1.031642239,24.87130031,24.48511086,8.445384793
OG0008915,6.16644922,11.87260438,32.91997806,39.60710607
OG0008916,12.9917443,20.20105172,29.43833516,34.75973941
OG0008917,47.12311006,61.84478326,73.78195802,61.6900687
OG0008918,13.20586954,10.39979001,7.353254314,6.223211665
OG0008919,10.98601502,15.52024349,16.35969753,10.80248682
OG0008921,20.50513102,6.952302498,4.763505735,3.927043718
OG0008922,16.78863352,11.67269484,8.820021006,10.58793251
OG0008923,16.75180829,9.624123862,10.72334669,11.37082539
OG0008924,8.624350374,6.065842628,5.813823517,5.160030656
OG0008925,30.77758256,26.63909894,25.29448073,25.6379846
OG0008927,18.97526994,54.67770897,69.79193047,49.05838199
OG0008928,1.968177234,1.004095409,0.846956816,1.68868191
OG0008929,26.80738123,13.05078724,67.68071863,108.3567568
OG0008930,58.89159299,65.24814711,14.70972949,6.17912858
OG0008931,0.368117604,23.10730328,46.2290493,24.95533927
OG0008932,9.340190881,6.085892201,7.998664873,7.885924292
OG0008933,90.04282652,49.81130132,10.09070521,1.29778772
OG0008934,14.69118844,11.46714782,9.274515361,8.44481455
OG0008938,0.273823841,25.08453083,80.65803144,219.0530691
OG0008939,6.981425925,8.769591461,7.745097824,10.23845997
OG0008940,118.0072594,85.49001289,92.81426305,69.11457019
OG0008941,6.483032765,6.223715713,5.539254215,4.827223736
OG0008942,34.50514212,13.78001807,9.782767441,4.823513726
OG0008943,32.64680673,16.63016839,11.47947147,9.54124501
OG0008945,1.721783987,0.578018042,1.970168596,1.003955189
OG0008946,12.83679015,15.93431408,20.81162431,24.45543657
OG0008947,11.3097847,17.57512072,13.9340762,17.31231248
OG0008948,14.0162835,10.10595262,7.378903617,7.731175051
OG0008950,3.461659621,6.171565549,8.193766159,7.373690184
OG0008951,179.5267117,470.3680928,418.0345593,262.1037138
OG0008952,10.2764839,2.971953183,2.190577043,1.472912087
OG0008953,8.956496895,4.195097898,3.578602426,3.959615191
OG0008954,0.0927507,20.05558909,113.1799145,176.7220649
OG0008955,128.3237781,69.47205415,69.80889586,113.6048652
OG0008956,35.79609642,310.0276906,97.19976339,72.35211327
OG0008958,56.8492389,325.860144,756.7362166,665.5667747
OG0008960,16.45918435,14.43229274,17.76152451,20.07827435
OG0008961,15.48973685,32.28493814,61.23737392,91.90521106
OG0008965,6.878618975,23.74845517,42.97917793,62.58853084
OG0008966,18.93885282,11.62998164,4.935433888,5.764206206
OG0008967,14.58741024,6.348702521,2.402814087,2.372173248
OG0008968,4.219114271,5.179589141,5.792650832,9.658965621
OG0008969,1.723433487,4.520017821,7.157953234,4.110137281
OG0008972,36.70681543,50.83020495,53.57811978,38.70753835
OG0008973,321.4139509,2111.109259,498.7614064,187.7661256
OG0008974,26.01499526,20.65772734,20.31495963,18.52232826
OG0008976,3.736979252,5.663261641,3.806570188,2.756913157
OG0008977,27.11749475,15.49379716,14.79655488,16.21531417
OG0008978,8.634967498,99.75076913,97.05968359,34.11424536
OG0008979,9.342223303,18.92338597,16.00462595,17.45070216
OG0008980,11.24887855,13.20807915,13.81058743,13.46127468
OG0008981,2.208462007,2.346333738,3.018468137,4.138368881
OG0008982,21.75244933,61.22767592,68.04417347,66.3722908
OG0008983,3.883878639,2.323457687,4.143523849,3.035382999
OG0008985,9.132286464,16.76609566,12.11218905,4.938092144
OG0008986,13.39571475,16.35349124,25.65185223,27.53643902
OG0008988,9.88510805,4.722147582,4.449106288,5.655415352
OG0008989,8.226935042,25.79855105,83.72808543,66.25754718
OG0008990,5.836036379,4.325934046,3.247904322,4.463752845
OG0008993,6.399765263,29.32957423,21.24089927,27.9630311
OG0008994,1.064603027,4.347760508,4.902560417,6.291884313
OG0008996,6.001036836,3.551150864,6.610699317,8.033187221
OG0008997,9.123870941,6.676059693,5.642911029,6.218402636
OG0008998,0.199487295,36.68568814,18.82851141,3.489230839
OG0008999,113.2265452,310.4550696,539.1262353,594.9816339
OG0009000,0.755914028,2.796768982,2.370256884,4.896629271
OG0009001,24.47939696,49.40935269,68.29000902,108.9359402
OG0009002,32.62594628,38.1532397,44.3567232,13.43071158
OG0009003,0.941311576,4.393140345,5.274871509,8.622192026
OG0009004,1.372044381,10.8967837,26.50797362,34.17467817
OG0009005,11.56053748,5.3427669,4.910743197,6.146174334
OG0009006,21.94202109,22.24473733,23.76984332,25.86100805
OG0009007,30.86051379,48.67376414,44.95104927,24.75917523
OG0009009,22.62948893,17.06669635,17.12832523,18.40312639
OG0009010,43.64165393,24.97944275,24.15359141,34.85010384
OG0009011,26.66106712,39.91095103,29.46978337,31.75160896
OG0009014,7.097130447,8.134317346,7.010240124,8.157309038
OG0009015,8.429671341,8.15440352,10.10182829,13.45685663
OG0009016,7.397530903,7.462706367,4.115878592,5.529334661
OG0009017,1.77888975,16.43199699,11.20669702,3.128145727
OG0009018,4.713318411,6.82534228,7.512619389,8.893396651
OG0009019,28.58610695,106.2894813,260.3261592,606.3871872
OG0009020,7.987852633,21.49201372,22.2424717,22.69406467
OG0009021,12.44243632,3.402374696,1.566490843,2.64342636
OG0009022,15.91966259,7.449942717,10.22311581,12.26381301
OG0009023,4.436786435,9.805274222,12.70446406,7.296118405
OG0009024,29.97503841,73.02397648,197.2495738,322.4157013
OG0009026,11.42280265,16.20334468,12.18735891,13.15420827
OG0009028,26.1645765,31.0240416,18.09916363,13.21650529
OG0009029,12.50165857,6.762954678,5.275073135,9.036222767
OG0009030,23.17102738,9.597682709,8.835861586,9.135240006
OG0009031,7.590448279,6.786608249,9.621699104,11.21498032
OG0009032,2.411306099,3.453620763,4.604939121,3.988186087
OG0009033,13.30976227,7.664891537,7.036086237,8.309216489
OG0009034,6.889381218,7.153339258,12.00487552,7.23973108
OG0009035,14.06476688,7.355876587,2.661159105,2.533591382
OG0009036,13.74001843,15.89326454,22.38373994,16.33777416
OG0009037,13.11875887,27.65005149,23.83540183,23.79559505
OG0009039,5.848572603,40.63265597,93.19296964,103.4515242
OG0009041,6.55026337,6.593976019,10.73315191,15.56564449
OG0009042,8.380819612,22.10317333,51.27739614,96.14668337
OG0009045,19.17660969,8.823123095,7.325128887,8.177460941
OG0009047,7.730266425,8.119165986,6.049001266,7.656954436
OG0009049,0.82423152,20.18093024,38.37386692,47.48766425
OG0009051,46.25057683,126.8539259,117.2565671,44.58081696
OG0009052,17.64415868,29.12842262,35.41958693,61.89594394
OG0009053,6.763049144,3.244454506,2.148693989,1.808111684
OG0009054,11.00557475,9.855024755,7.92464416,12.85118066
OG0009055,7.048413768,9.230033987,14.43266268,15.43722412
OG0009057,8.08242647,7.505690823,6.480624556,6.816947217
OG0009060,13.75769763,12.68187929,14.76933063,14.93965178
OG0009062,7.23623277,5.283959353,5.567524714,8.245839888
OG0009063,14.95786307,42.17587082,47.67669312,65.11281254
OG0009064,4.236160249,406.7847243,36.64136703,4.615623181
OG0009066,8.140361526,10.8866378,11.03229341,11.83855001
OG0009067,19.58379789,58.08658626,43.89068636,29.54785427
OG0009068,0.173094427,2.425156509,0.993135335,0.825790913
OG0009069,49.41082227,152.4281529,234.9886503,436.4683989
OG0009070,8.941982002,9.279710153,3.67853837,2.80605594
OG0009071,7.273896721,8.389558931,7.063609567,7.89824274
OG0009074,10.43525387,8.173040852,7.915853811,8.700115766
OG0009075,11.82407812,9.539011762,9.559037443,11.17233433
OG0009077,11.22597429,9.818431188,11.01672752,11.59226093
OG0009078,54.45362039,29.44884604,24.0231197,19.25105657
OG0009079,5.336569485,6.837302612,6.114970913,6.518268933
OG0009080,14.24572999,16.64196935,21.0969654,25.90388805
OG0009081,21.60762556,19.13213962,12.27500758,10.3048297
OG0009083,22.4314834,29.56044762,43.0559871,36.48736166
OG0009084,0.415330724,9.164199977,11.20742921,8.537140843
OG0009085,11.74772274,10.21897434,10.1953599,11.68099353
OG0009086,16.84960024,9.801242422,8.456235587,8.725368828
OG0009090,3.714580526,2.738037945,0.195845242,0.415039048
OG0009091,3.869016529,16.20520067,25.90719265,88.60431185
OG0009092,0.896747254,62.5615731,265.2065413,189.8899933
OG0009093,9.654648646,57.77158413,122.2428844,160.5781707
OG0009094,16.42446437,9.693963065,6.984491927,7.360345352
OG0009095,3.151099399,20.90593627,16.89997698,38.1526202
OG0009096,22.7311361,43.59573337,63.63103329,48.89936526
OG0009097,4.439962672,4.040181636,3.844470551,4.705179543
OG0009098,10.06217045,8.638338309,5.192133215,3.757582493
OG0009099,4.724865939,34.31776156,40.05755038,23.43484243
OG0009100,13.0545102,3.797047474,4.021859037,4.323276328
OG0009101,28.87015528,21.38725276,28.4142426,49.14624879
OG0009102,26.34519498,52.63090615,116.9114619,163.2867911
OG0009103,10.54670062,26.53079916,33.15847194,24.1365447
OG0009104,62.14683405,51.35724355,55.48412614,34.48097331
OG0009105,13.80977226,35.16404486,278.7410939,676.275036
OG0009106,0,2.223420527,3.182280745,3.854711888
OG0009107,10.61406528,9.27063997,12.15535171,10.18581478
OG0009108,6.502252063,17.58062249,17.4233233,11.61517677
OG0009109,11.09547228,11.81468517,12.49227681,14.45727218
OG0009110,6.707262594,8.91022282,11.87080359,7.675302909
OG0009112,29.86292185,85.77736402,136.9695392,129.8781449
OG0009113,86.9410659,26.90162917,8.676676556,2.994382873
OG0009114,47.08952546,131.7227412,153.7907458,119.0725781
OG0009115,4.054851619,6.406648416,6.823880606,3.129911288
OG0009116,1.102728142,6.692726883,6.794358358,18.8629269
OG0009117,10.14874967,6.384830335,4.698376262,5.269733377
OG0009118,302.6824737,203.3955757,202.5027685,175.6669662
OG0009119,5.222294011,2.88163318,1.917973945,1.341425325
OG0009121,26.63634755,12.97715652,15.15540081,11.54053738
OG0009122,2.319206986,1.483944155,1.422988189,1.668597786
OG0009123,18.0054124,12.17879308,11.47544743,11.11682818
OG0009124,3.476719076,5.144625168,10.61937352,22.46951813
OG0009125,15.62410019,11.45007332,14.58390725,13.73126733
OG0009126,63.19348626,36.472729,34.14669068,34.68047275
OG0009127,6.455429565,4.502482299,4.955665767,4.756208819
OG0009129,56.58267551,25.62889835,18.16297638,8.487418006
OG0009131,17.15438746,14.41597061,17.43178741,16.40518489
OG0009133,3.226984309,7.735218677,6.726951353,6.347641921
OG0009134,7.171576304,12.56868358,11.21984782,14.23005557
OG0009137,23.04516701,18.28338047,14.75942038,16.36123599
OG0009138,17.01090457,45.97076304,81.7167062,119.614113
OG0009140,39.10438549,87.19387894,134.5682014,144.6089272
OG0009141,11.61745711,2.402510984,5.060293782,7.982017153
OG0009142,2.820490981,7.579255327,38.60810187,78.11346527
OG0009145,4.723539002,8.008687168,6.536853107,7.370938851
OG0009146,7.113232016,6.274075615,6.870299355,7.640951111
OG0009147,15.77839854,25.24879607,29.58550055,30.22125648
OG0009148,126.8279233,753.8083988,1755.657347,2420.377916
OG0009150,56.24503226,21.35479619,23.47358923,22.74279432
OG0009151,6.014763127,2.724825431,1.010349674,0.911599778
OG0009155,0,0.205679429,0.700944894,0.244353349
OG0009156,21.19126445,11.1664729,4.822478462,1.118628838
OG0009157,43.15742521,162.6500202,252.9488914,243.8635848
OG0009159,8.975100897,7.799639804,6.124708615,6.306130712
OG0009161,3.152214444,46.05010787,18.57626417,9.213088191
OG0009162,368.9187347,2077.470292,4533.21915,5451.777759
OG0009166,6.897444587,5.322304037,6.76214274,8.493839639
OG0009168,0.052346944,0.254006413,4.516705385,6.986502278
OG0009169,6.442135478,4.505975941,3.819077803,4.485314362
OG0009171,48.05441727,85.24260142,70.94525635,46.38179117
OG0009172,39.63347032,20.77628305,16.06132511,12.85745718
OG0009173,12.90695749,14.05918831,11.11266809,11.65322856
OG0009174,15.24547844,15.30020503,15.66769558,8.165866852
OG0009175,8.454091394,13.22630455,26.41578675,35.0677084
OG0009176,14.62958662,30.65861091,13.00612494,8.800617105
OG0009177,0.335245288,1.193058336,1.750220579,3.852908832
OG0009178,4.720836694,4.924664966,7.100378408,10.62465248
OG0009179,1.235725079,9.849691845,6.530921886,6.322236425
OG0009181,18.16151145,12.4350006,17.4304845,22.01092799
OG0009182,63.5193536,32.85344511,35.76302245,26.66680694
OG0009183,40.79019399,20.73696925,19.46217097,20.92348105
OG0009185,11.53640455,32.1299247,76.62280068,170.8950289
OG0009186,11.34615293,13.16823013,15.43668078,17.94474652
OG0009187,16.24702882,22.01522602,26.04067402,27.72634471
OG0009189,33.95836112,13.66599063,10.54321353,11.48299558
OG0009190,6.030640886,3.625426122,4.015579161,4.210762641
OG0009191,32.49383867,166.5965419,100.6972565,86.27673409
OG0009192,25.28107573,15.13543702,12.27895408,11.84587582
OG0009193,14.98945682,13.98243307,15.59422916,10.57531008
OG0009195,11.94469097,5.26645733,4.673673024,5.814843343
OG0009196,32.0602363,40.02971505,55.50260315,68.23611672
OG0009197,51.43040039,156.7515256,210.1385234,136.2495864
OG0009198,9.792411375,13.2106917,13.48500761,14.53365721
OG0009200,13.25236466,17.89496242,29.83770282,50.55006737
OG0009201,4.769704368,5.176578581,5.354274144,5.979614548
OG0009202,103.5283087,44.88497271,42.37211508,22.76564057
OG0009203,38.40545751,31.61855491,23.04596948,24.09507056
