,PK_S1,PK_S3,PK_S5,PK_S7
OG0003930,22.52672345,23.89285159,26.07052852,29.82201496
OG0003931,25.29155791,26.09851401,24.65235337,30.9450862
OG0003933,20.78173459,17.41407337,17.40410183,12.94703726
OG0003935,14.47438451,14.11324016,21.35106788,16.40653507
OG0003937,7.700539326,19.07502399,33.00262845,12.62117555
OG0003939,28.19270868,90.72569826,75.26643875,52.87511501
OG0003941,2.840657308,3.965290497,4.360321542,5.911084327
OG0003942,7.615004663,4.713325921,5.303432656,4.913813129
OG0003943,266.170143,169.9391444,192.2052133,183.9902548
OG0003944,342.6569173,215.2920498,234.830703,205.3977997
OG0003945,23.32586516,14.26978509,18.03008902,18.60222427
OG0003946,0.903653316,2.6367934,1.519345566,2.000145793
OG0003947,76.53953982,27.32553804,5.797710121,4.858200646
OG0003948,46.69821748,11.26742575,14.89576126,10.82455019
OG0003952,5.106569092,25.99096007,171.7046635,82.68670319
OG0003953,50.11826596,34.95894958,31.42917616,48.06369436
OG0003956,8.561937165,26.59619303,45.72688773,26.30465861
OG0003958,0.463650907,2.212215885,5.21251514,3.823501203
OG0003959,24.03485716,28.57137935,40.49646975,38.94522246
OG0003960,9.353923836,12.16476392,8.710403505,6.304065868
OG0003961,1.980816998,1.390130637,0.68928957,0.464816179
OG0003962,11.69051827,14.21261215,16.34839187,17.70833418
OG0003963,5.003568388,4.787832201,4.311778301,3.211548781
OG0003965,14.7757437,55.88806702,166.1132342,291.4465785
OG0003966,0.058608706,0.08043947,0,0.10246774
OG0003967,79.63932129,43.27860331,38.86128558,25.8895434
OG0003968,30.7046163,16.61138776,13.5431376,11.18355539
OG0003970,240.220356,51.55650986,26.31213056,9.541693002
OG0003973,14.20904591,8.679209519,10.7139311,12.27278588
OG0003974,426.8898067,226.6549703,261.0923705,157.4074012
OG0003975,5.696782505,11.23656699,7.450243796,5.466747704
OG0003976,155.2992914,100.2846058,114.0793212,148.6563676
OG0003978,31.42520889,13.07232235,10.19665018,8.479165842
OG0003980,0.203195289,4.506577899,22.085736,30.80017747
OG0003981,18.52373494,59.53476678,78.06965589,73.29072021
OG0003986,0.118894281,0,0,0.423785786
OG0003988,27.92200072,31.70394717,21.85980031,30.404408
OG0003989,2.22850798,12.62722384,28.87262266,62.13206792
OG0003992,240.661144,266.7392075,86.76556249,51.22218543
OG0003995,12.27864376,8.324979809,9.046538001,9.091397441
OG0003996,22.12265137,52.61264202,49.99816253,41.88041308
OG0003997,0.174217384,7.028007659,15.41573752,17.81514224
OG0003998,2.875705118,3.312594506,5.326175657,8.939915063
OG0003999,6.198490336,26.98373182,48.78909295,68.75338339
OG0004000,14.1906085,14.51952202,9.649651338,4.943115127
OG0004001,86.17475905,52.07331847,40.56585017,44.85968191
OG0004002,28.4317593,12.36030463,9.33211443,4.134718168
OG0004003,0.455430241,9.379804552,39.92904378,90.83594938
OG0004004,9.235871344,26.11961131,38.29578551,61.10525204
OG0004005,11.09040215,14.56896026,16.66114531,21.75620276
OG0004006,46.77755332,68.17607538,74.74219565,117.6793136
OG0004007,5.306364838,5.575147213,6.533516664,5.206095845
OG0004008,43.55771483,12.42705221,8.189050861,7.574467496
OG0004009,20.62192522,15.22826081,15.94168326,12.38328264
OG0004010,22.06974137,30.88899696,30.30244999,25.18206079
OG0004011,248.3496094,127.6500461,82.42381738,72.12886055
OG0004012,71.04497671,7.828639311,4.535379395,4.144164738
OG0004014,4.397209034,7.866235862,7.018664312,5.804514353
OG0004015,9.20200238,22.9430586,64.16032149,93.62051319
OG0004016,37.43156388,23.63571801,25.07475478,10.24972257
OG0004020,13.95816094,3.872109856,6.547805249,8.075869069
OG0004021,19.99146532,13.53651372,5.998980828,2.561406294
OG0004023,3.322758195,3.352058648,3.722996802,4.380095352
OG0004025,55.73476343,170.9687082,272.8409853,287.3561014
OG0004026,3.080778285,29.16233445,34.97021638,18.03169151
OG0004027,42.88830615,22.22924482,25.91717687,24.93307165
OG0004028,108.6446791,67.00632353,18.10244663,2.384567869
OG0004029,1081.972613,641.2108857,672.6377802,315.2656839
OG0004030,2.436236331,2.682620391,1.595747655,1.661775251
OG0004031,9.846584745,9.430230571,9.697874555,7.295372019
OG0004032,10.01817476,20.53222171,9.162794735,11.03191324
OG0004033,243.0423348,158.1074449,153.3186675,102.6774957
OG0004034,148.6200425,235.258595,275.3279775,170.6661351
OG0004035,35.98903063,13.50717335,13.05343359,12.56642032
OG0004038,41.16392684,209.945758,394.5201781,256.1371645
OG0004040,65.86784452,31.32446762,39.27366124,46.43067378
OG0004041,19.17350091,29.21662826,46.83179203,29.96637295
OG0004042,47.31582431,21.0432659,12.71969813,13.31177247
OG0004043,5.954415824,10.71862655,7.829785665,14.53584417
OG0004044,105.7399095,64.61735574,72.7989336,61.20391776
OG0004045,0.316108832,10.81164501,14.41887699,11.17928457
OG0004046,8.066231615,8.177263327,13.84682896,20.72529896
OG0004047,10.36321875,28.35185249,40.51219756,55.22318653
OG0004048,87.29198626,65.84001685,71.69942642,56.80620129
OG0004051,6.06980281,638.7506058,64.37031856,15.51799641
OG0004054,15.75065752,15.05244681,15.6849537,18.52655046
OG0004055,3.207010645,87.39655693,3.461029726,0.043461649
OG0004056,22.92693616,64.23694851,38.98057964,25.22736769
OG0004057,41.95160051,25.33394234,26.63476057,29.63656133
OG0004061,49.96901564,64.34890863,190.6845198,263.6482204
OG0004062,30.36681666,29.09567414,24.5372714,28.16889905
OG0004063,18.60331042,40.03982607,44.97279208,33.13905746
OG0004066,21.5097705,39.46076943,16.64339452,4.615642998
OG0004067,28.27481096,6.643026613,19.9411226,49.57028202
OG0004071,14.86391519,15.42765378,13.17990171,15.95297375
OG0004073,4.279015931,4.047872381,4.115797036,4.886436034
OG0004075,15.90291131,23.2873964,65.05797405,89.12396931
OG0004134,259.294962,874.063442,340.4770906,153.7411154
OG0004135,7.24041065,9.051390831,17.33831546,18.2519307
OG0004139,11.03754688,2.919860164,1.420579714,1.310967878
OG0004140,5.975152872,6.433597837,7.770745597,9.060732586
OG0004141,9.620634987,23.26471733,29.55902288,27.00759184
OG0004143,31.63928689,25.1491604,35.26819257,29.87058866
OG0004144,8.209837834,21.68259177,22.95134887,31.62101974
OG0004145,33.89444038,19.17931067,9.85691642,4.306817379
OG0004146,322.2641623,115.4088073,96.24148049,100.3643161
OG0004147,0.312224908,17.75055286,10.56816183,11.27231755
OG0004148,8.20758065,4.730770251,3.381978734,3.194929656
OG0004149,20.19745233,12.86379849,19.75958362,29.21558357
OG0004153,65.88735462,114.3097833,210.1808608,264.9964396
OG0004154,17.22280208,8.99242128,7.160976354,8.849903504
OG0004155,0.678363499,0.385540096,2.071030066,20.15958728
OG0004157,3.33341876,4.586726289,6.373198247,10.60677704
OG0004160,18.5328558,3.967446774,3.139190328,1.365758928
OG0004161,19.74939134,12.16869307,18.31636232,27.10296747
OG0004163,49.38747534,10.80337218,6.213915441,5.480674694
OG0004164,7.043249186,8.79519959,6.175789088,3.579695641
OG0004165,0.210571728,0.478703733,0.14673596,0.655516849
OG0004167,2.555377674,10.09700408,3.074707541,0.810863043
OG0004168,18.4363059,17.32806481,18.35836025,18.14319259
OG0004169,21.08874625,15.13606847,13.05940557,4.243579076
OG0004172,0.945920584,3.86494607,3.412664253,0.430811977
OG0004173,2.78650252,12.41434593,15.79323876,10.97826764
OG0004177,3.668172687,47.68552477,40.46280157,19.15639503
OG0004178,0,0.063699296,0.06303555,0.152897809
OG0004180,1.545137702,2.494332446,1.465573565,0.808363298
OG0004181,8.707159011,8.957312471,8.636033691,10.05399073
OG0004182,8.698315902,26.51217152,47.89960697,59.28538799
OG0004184,1.940917913,15.8592139,55.51421895,71.41165035
OG0004185,2.462767314,12.25602146,12.49153278,18.25726286
OG0004187,0.017614816,21.19303834,183.0675763,232.1475618
OG0004188,98.33049092,120.3409917,61.0979211,76.13921162
OG0004189,8.61105522,3.113103568,2.919305911,1.556022184
OG0004191,6.55539138,2.354751907,5.920077725,9.099258305
OG0004192,6.832049169,4.967606835,6.056432649,6.92921136
OG0004194,22.04924879,15.83432237,18.06766764,16.8649358
OG0004195,11.50749083,4.991194048,5.251862357,7.255841158
OG0004198,53.11971028,33.51108262,39.39143116,35.577943
OG0004200,15.16085996,11.98998012,13.94344717,12.65243555
OG0004201,0.04055947,1.100184593,0.663253604,2.689490563
OG0004202,4.568076369,6.481488938,0.655429897,0.038652509
OG0004203,25.59799979,62.46606244,49.48871984,31.63241314
OG0004204,10.64804907,8.435445953,3.348957523,4.69200003
OG0004205,5.24689066,6.485675277,7.752316802,8.278440688
OG0004207,12.72482519,7.084038723,6.27017716,6.596601353
OG0004208,27.91153911,21.47160539,9.066449269,5.929542484
OG0004209,135.0605997,156.7192466,248.1175384,297.4202657
OG0004211,17.27737218,34.31275702,47.587016,34.42750471
OG0004215,1680.354811,2863.248311,60.2827128,1.852003826
OG0004216,10.94648016,6.887166946,5.050222948,5.05397157
OG0004218,435.937643,1975.17852,3209.405695,2014.097865
OG0004219,123.291987,82.05536071,95.11913619,83.76637483
OG0004223,0.652467047,1.929272673,3.157996613,3.198344434
OG0004224,57.03035356,27.29504815,22.91682653,26.85908589
OG0004225,22.74427164,7.30031575,9.799744708,5.43602264
OG0004226,4.604855619,5.319318803,1.448702643,0.195090363
OG0004229,19.78918281,10.47291144,12.10394996,14.92551267
OG0004230,1.953662448,8.705581253,9.353379504,18.69018656
OG0004234,5.36606524,17.92141292,3.297432159,1.31737232
OG0004236,6.340777022,4.801087397,5.221732264,4.137559684
OG0004237,7.292591378,3.902159842,2.779664663,2.109962252
OG0004238,6.876082967,7.971085847,10.35232368,12.08786394
OG0004240,7.161139484,12.66763298,11.79822599,13.89042054
OG0004242,0.798468237,3.766036936,11.1300839,8.17725025
OG0004243,7.264899295,5.143689273,5.747664897,6.420646516
OG0004244,10.59974821,8.933445703,10.09026975,9.136280018
OG0004245,0.033360011,1.354899587,2.978608731,11.78972497
OG0004246,6.040212694,0.102013878,0.079661304,0.040197683
OG0004250,6.127234285,3.277634554,2.063911801,1.797343393
OG0004251,12.97178392,6.576878544,6.625954908,7.111107854
OG0004252,31.6644609,52.54401375,19.16202508,6.441009765
OG0004255,1.438140849,1.831316026,2.460979863,2.294534091
OG0004258,4.650686851,1.63443985,1.791050432,2.070015673
OG0004259,2.746482969,4.185064574,5.823074055,3.680661025
OG0004260,7.872305874,5.759309219,4.636448812,5.849097185
OG0004261,16.1378255,19.0524656,5.77558781,4.431876226
OG0004265,11.01800535,9.394305401,7.871899894,8.245441959
OG0004266,579.7630405,345.5095417,288.8393563,296.9668628
OG0004267,13.10429747,8.126873537,5.556814581,5.198456306
OG0004268,4.246753526,4.446104091,3.748358024,4.386006417
OG0004270,27.68392486,14.47365185,14.25940423,14.41975747
OG0004271,61.96446791,72.40183374,70.24315264,85.99449062
OG0004272,8.336737674,7.30616015,5.003548391,7.125312913
OG0004273,5.617180152,10.40137093,9.572768625,8.189908303
OG0004274,17.90734132,11.52888916,8.67773576,7.406491609
OG0004275,8.235924596,8.945857554,6.837066991,4.187963865
OG0004276,24.87627121,15.66334435,10.03127212,10.40969761
OG0004281,0.033130688,5.726744409,149.4558278,192.5349657
OG0004282,27.71422242,42.42472707,48.04762341,45.89229399
OG0004284,32.21782481,25.55857228,31.08426631,32.17622381
OG0004285,5.505956748,11.33333991,18.90510991,28.7735781
OG0004286,68.77228017,60.17104083,61.36974992,72.24650503
OG0004287,4.547714438,10.99191097,19.43173801,49.61965375
OG0004288,9.544833337,6.005627284,6.10899115,7.733828047
OG0004289,17.23463055,11.16647481,6.439303798,6.113249227
OG0004290,118.747006,96.14397347,93.04580642,72.1163844
OG0004291,0.112628722,18.62823113,1.512146431,0.333141452
OG0004292,37.47369856,22.24643766,12.63642505,3.410496762
OG0004293,0.794463242,0.841880805,0.551589083,0.692449275
OG0004294,57.54851025,328.9172081,1019.790508,1696.903456
OG0004297,33.82111742,14.65304115,12.6107033,11.13379481
OG0004298,53.18574899,17.71033316,23.76372124,33.36975783
OG0004299,5.957437822,3.303234371,3.282671143,3.929942208
OG0004307,2.224587437,1.057310794,0.093110586,0
OG0004308,51.4779143,27.33566193,22.74324134,15.88496154
OG0004310,5.549210094,8.090522188,7.995949376,7.292720554
OG0004311,0.27783944,1.159630134,36.99237408,32.02711179
OG0004314,14.47804055,7.646634777,12.59310629,9.341906076
OG0004316,17.2047453,13.21158935,12.21036185,19.27353267
OG0004318,440.3395692,2494.526142,5010.273107,4749.007301
OG0004319,0.848125067,10.98444308,16.80376774,25.37056072
OG0004320,11.98106531,10.45877762,13.21457248,17.64021601
OG0004321,13.81454069,7.062317769,2.614604716,1.54673165
OG0004322,0,2.224447917,1.28595058,1.075966979
OG0004324,70.19657961,39.59689052,38.39339561,37.96171374
OG0004325,19.27436712,2.819623245,2.166719053,3.661087756
OG0004327,0.037114339,4.752947806,14.65302196,18.53948641
OG0004328,13.3398272,9.6843048,7.280130549,7.529250345
OG0004329,26.17590017,11.5505389,13.48728462,9.650560381
OG0004330,0.480758478,2.55282724,6.302211308,10.64263975
OG0004331,52.39171181,62.55815826,95.66805111,126.2272042
OG0004332,11.82291761,11.41752136,9.066425798,10.16786053
OG0004333,33.93922477,12.11482508,13.60207683,7.16394618
OG0004334,2.868909016,74.45297822,195.6574385,302.6501004
OG0004337,10.63278984,9.440725444,11.64132824,11.324594
OG0004338,30.09929638,30.1291774,16.44154628,5.055112951
OG0004339,0.025604715,0.622458342,1.518778046,3.120542573
OG0004340,22.54618994,4.672098043,2.881001787,1.718582275
OG0004343,0.035263516,0.945644511,4.031430021,11.3958853
OG0004344,29.51599151,37.08308389,24.51321129,15.40647335
OG0004345,17.60251994,13.66168089,14.41372448,16.96640897
OG0004346,29.47346324,19.09569051,21.75092003,40.55270072
OG0004347,26.59013897,28.66316705,34.4644472,36.92226442
OG0004348,76.92779715,75.43168693,67.83206844,39.56066393
OG0004349,8.814969828,8.586221933,10.37596503,13.78775148
OG0004350,19.673039,10.80057719,11.13949654,7.111737397
OG0004351,6.803987855,6.176124161,4.119066679,4.848983477
OG0004352,71.81719705,67.81569838,84.45908751,88.21541644
OG0004353,3.558590916,9.169097359,17.75440121,10.91048002
OG0004355,5.865285158,5.376624132,4.815348814,5.4629316
OG0004357,0.046127648,3.549738079,4.818088692,6.23241437
OG0004358,6.304934976,12.3779984,10.13965615,5.356089903
OG0004359,33.98827253,84.6820251,121.5865062,110.9316394
OG0004360,37.01157746,37.02465755,43.36074039,45.25975351
OG0004361,11.26223654,9.400614636,10.39898454,10.3646323
OG0004363,74.82948922,61.43700898,65.93944797,69.70354975
OG0004365,57.20464747,22.33910428,17.90763221,14.92797368
OG0004366,32.18264408,32.50992699,29.83061971,34.22106338
OG0004369,34.11006635,19.09990163,24.23131872,39.38796457
OG0004372,23.15190218,22.96435862,22.15906952,28.15188036
OG0004373,760.8344656,447.3196009,427.8234396,237.4624271
OG0004374,1.668825538,0.540955603,0.90254417,4.303335061
OG0004375,38.04428041,94.63686263,213.288573,548.1583801
OG0004376,1.685201539,1.103818715,3.461219611,1.003924978
OG0004377,5.562570884,8.624474826,3.766655695,11.4650355
OG0004378,8.207476478,4.760580792,5.659382242,8.972033144
OG0004380,3.682640513,2.336253691,1.93688578,2.943016595
OG0004381,14.8383333,11.18188997,12.94405357,14.91453494
OG0004382,87.95581999,114.1227903,216.7426344,267.3748277
OG0004383,12.94346644,7.018456631,4.979861198,6.061779798
OG0004388,51.05675965,25.51713245,16.01205475,3.194345214
OG0004393,17.76191696,17.78865428,13.06075197,10.47691571
OG0004394,9.366764643,10.14040929,12.60179214,19.96220103
OG0004401,141.1090909,91.19097122,93.96735216,95.81449515
OG0004402,6.465960874,5.421499234,10.16396068,35.81215674
OG0004405,13.85338222,6.492399453,8.125290749,10.67999389
OG0004406,44.14509872,60.76454418,78.59425305,51.89125678
OG0004408,30.53026974,12.54065661,8.771087171,9.119507385
OG0004410,24.50036054,36.92993214,43.51480466,45.8591912
OG0004411,16.2777052,3.436048817,0.383929787,0.186466846
OG0004412,5.579781886,4.651773745,3.784330465,4.985896994
OG0004413,6.447241099,6.10983568,8.412808579,9.389881339
OG0004414,23.93607574,8.375535225,5.486238282,5.097060948
OG0004418,3.682915575,3.988932009,5.333223395,5.006532729
OG0004419,110.1639374,53.47287356,61.48593789,44.48931753
OG0004421,16.62893554,81.2120551,18.41817618,17.02349702
OG0004423,21.73267525,16.18849494,9.633851554,9.575415892
OG0004424,4.916951202,8.715827501,16.67723703,29.53912362
OG0004425,5.647459409,15.49978811,14.21253074,31.13092502
OG0004426,0.021841799,2.702401325,4.447781068,0.747347423
OG0004428,10.99924599,5.528500186,5.993489611,5.188726278
OG0004429,0.748980644,2.779063956,7.518281715,71.87508457
OG0004430,0.942895979,18.63102576,20.1082635,32.84216327
OG0004431,5.381539895,6.935755978,7.591193009,10.5520317
OG0004432,15.60376618,11.34796037,4.889648049,2.849376647
OG0004433,11.31080801,5.065296434,3.706569237,4.626070551
OG0004436,6.388779308,21.47077803,49.44123822,43.63919143
OG0004437,24.76396771,14.97496364,15.71289555,18.71925295
OG0004439,3.569894739,10.49627257,22.33568123,26.47587435
OG0004440,3.56277311,6.386751047,5.757259997,6.583418865
OG0004441,54.10899241,74.33642172,38.66527555,17.46799886
OG0004442,70.84224778,2.040559994,0,0.047425465
OG0004443,73.01230072,47.34066649,35.54986918,31.17470113
OG0004444,6.035010252,9.693701917,12.26457005,12.57259247
OG0004446,33.35762091,17.54567637,14.84985875,18.39480266
OG0004450,5.302596252,5.189729782,5.112255275,5.902295497
OG0004451,94.53828006,36.20876557,26.31231765,28.55864468
OG0004453,43.61805599,118.6873286,129.5645839,102.1420198
OG0004454,5.475520642,14.99306219,21.74756129,23.61786336
OG0004455,13.42048475,12.52587535,212.5960799,347.6742094
OG0004456,0.58220682,5.38074555,30.88688125,89.33874486
OG0004457,5.225562848,2.075035825,1.185678873,2.041374038
OG0004458,8.281901275,37.46355088,33.31695017,37.95394378
OG0004460,273.6952546,168.1006199,161.8175621,150.1484446
OG0004461,9.642978319,6.182302878,10.4698386,12.96548605
OG0004462,9.327968911,14.38358015,14.38003573,23.86062225
OG0004465,1.256792306,31.98206058,15.82730647,7.451806672
OG0004468,3.645170841,30.27915199,43.83429909,57.80382672
OG0004469,87.13893557,121.6695841,59.19640666,26.50785986
OG0004470,38.21505128,32.31919884,29.64228873,27.45114878
OG0004471,11.54241554,14.67514746,17.60686012,14.83549722
OG0004472,48.19670099,25.04620676,18.72396002,16.75287814
OG0004473,13.69041157,15.18539772,10.11963967,9.02691602
OG0004474,28.92788688,16.15196908,13.33886844,17.1356964
OG0004475,1.481826661,13.58796037,24.57953048,52.81601832
OG0004480,7.71575866,10.66429105,11.51162519,13.56656353
OG0004481,14.16134394,19.56949874,9.4317996,10.85999163
OG0004482,39.062626,6.625268802,2.142318861,0.702159482
OG0004484,12.14701642,10.67955332,12.64912354,15.5807352
OG0004485,20.38880434,53.14214185,124.6860807,100.730526
OG0004487,0,3.034259776,3.672132171,3.007313568
OG0004488,35.08179427,17.7733486,47.54069283,61.14849099
OG0004490,1.945721888,5.201194987,11.87368917,16.27054644
OG0004496,12.18089069,47.0490196,107.5363769,159.1597074
OG0004497,14.30615128,7.73319117,7.607278836,9.283449077
OG0004499,0.117404875,0.040941319,0,0
OG0004500,2.22499372,6.990508272,14.80455495,26.37592304
OG0004501,10.97292014,3.780617893,4.547501308,5.62617322
OG0004502,0.897065464,29.90240273,36.17732574,12.21637959
OG0004503,8.528997256,6.446261617,6.574469817,7.87471488
OG0004504,10.14531731,7.510138966,2.636519429,0.485585668
OG0004507,14.82079492,8.993649524,9.023787439,11.01627408
OG0004509,10.75305774,9.037560949,4.650396807,2.892100355
OG0004512,5.07521287,2.462286182,1.598205218,1.222038169
OG0004514,29.95454512,9.905674526,5.960381269,1.702433447
OG0004516,7.313245088,5.891602471,6.515630823,8.170480821
OG0004517,8.255567268,6.065182335,7.53163422,8.815642228
OG0004518,17.96352353,8.998769878,7.576205753,8.338165923
OG0004519,3.536091336,3.01124926,1.120997479,6.486007466
OG0004520,2.410879877,56.87329797,50.69313753,73.36648406
OG0004521,1.976773527,1.132583997,1.236629213,1.628300761
OG0004524,41.25805472,25.28146638,11.28612949,8.552525656
OG0004525,1.113594599,118.4841303,84.25609332,60.98752697
OG0004527,8.637482543,6.069384005,7.300772355,9.191309364
OG0004528,0.04637535,0,0.045894805,0.245701368
OG0004530,18.04681262,8.141181592,8.371167553,6.902534676
OG0004531,7.839624236,4.305491858,2.485950779,1.461134359
OG0004532,21.73786031,12.82676018,13.30766797,16.90624625
OG0004533,4.367113198,4.250186992,6.106279211,7.048418247
OG0004534,21.83228569,38.39395993,43.95185605,44.45754069
OG0004535,8.017878467,29.38894669,14.87350871,7.051734074
OG0004537,2.152038173,14.59984999,5.981066253,19.5124825
OG0004541,43.99298561,29.23672871,21.18205549,8.425246561
OG0004543,162.1627496,84.20137252,63.98783092,71.40839381
OG0004544,0.777837198,30.62201953,3.643890487,0.570114298
OG0004545,11.76190312,8.585231859,12.14275691,13.05654287
OG0004547,25.96557286,14.93864304,18.23924557,20.9176158
OG0004548,22.14874623,37.03843423,31.02525006,30.55685706
OG0004549,3.55293694,7.027255464,16.54284605,50.76502403
OG0004550,4.056439951,7.306731453,9.671358115,12.17926927
OG0004551,244.5468249,150.6987609,171.5953618,174.0314801
OG0004554,0,0.22681195,0.120613975,3.510957758
OG0004555,323.5081677,2045.963121,7461.526781,8896.618987
OG0004556,135.5108515,98.01428158,111.6267772,108.0737585
OG0004557,7.158788221,4.468847002,4.368925583,2.707731476
OG0004558,4.669891967,7.636790628,19.2558463,77.12996865
OG0004559,14.72434994,8.412173699,8.463115835,9.937319246
OG0004560,10.01624292,21.0454099,16.89826014,11.80035268
OG0004564,99.40327122,91.51271047,88.2004894,94.33373672
OG0004565,15.28349782,22.14350675,31.75909441,29.33710746
OG0004568,4.527603402,6.245802968,7.164415437,9.059001441
OG0004569,15.62601273,21.0234232,25.55726866,26.14172208
OG0004570,9.525966476,6.549707482,6.209479623,7.020921433
OG0004571,71.82984151,410.5877541,949.3547526,1092.795061
OG0004572,9.072980455,7.61364558,7.082168357,8.61007977
OG0004574,17.29203364,9.569427939,8.635060651,8.495219401
OG0004575,5.749125328,3.634457682,3.121274623,2.563807117
OG0004576,101.8626662,40.21021014,43.54298127,38.39037461
OG0004578,30.69014192,15.18446394,14.18339575,14.39626811
OG0004579,12.13532974,6.910510909,3.713198387,4.427432468
OG0004580,0.064213758,0.382595095,4.401340001,13.50851718
OG0004581,14.45418168,3.584958954,3.556319589,3.546017489
OG0004583,9.594024422,14.18780264,13.73479169,10.09678592
OG0004584,120.7429964,58.92515469,67.14681117,76.10270174
OG0004585,5.551527494,5.155081905,4.178838139,5.773646352
OG0004586,2.676107585,11.25546507,49.39564354,75.65031874
OG0004587,44.12106834,55.8082017,56.63836038,58.76679196
OG0004590,16.98505946,8.596760848,8.417395446,12.75227598
OG0004591,98.47452329,87.59504938,59.92810877,51.4916693
OG0004592,146.9255239,106.447105,85.39686724,85.3224686
OG0004594,66.3721185,10.49162488,8.013885933,7.474739506
OG0004595,14.77599409,28.31483926,46.16408159,103.3071994
OG0004597,10.291377,10.08967394,12.91575514,11.50372445
OG0004598,24.77386061,14.45065158,9.639149718,9.609233583
OG0004599,12.8898351,23.95135312,46.7928997,83.23632526
OG0004600,23.64676371,47.44611909,78.73391422,49.89383329
OG0004601,25.32367317,65.66363864,72.25996395,82.79600927
OG0004603,110.856614,67.32925897,40.30265977,33.72419808
OG0004605,12.84562931,13.90682872,12.18537484,15.56983226
OG0004608,38.66669106,34.35663237,32.50664069,29.58781005
OG0004610,68.45392711,165.8448498,196.2553248,167.8943305
OG0004611,9.633879475,5.64294756,6.019904589,6.731213259
OG0004612,9.057367162,24.51491612,20.21148388,5.389558226
OG0004613,13.6090229,28.48832337,57.3786252,67.79070169
OG0004614,111.2223601,24.71526496,11.64614244,7.374807077
OG0004615,32.20619038,14.07233039,16.24267089,15.51514914
OG0004616,4.319207384,3.096596104,3.043017293,3.662777279
OG0004617,215.9915496,153.9634508,147.1035967,130.3098525
OG0004619,181.4346208,162.4208659,445.6410073,700.3966872
OG0004620,0.445580882,3.293383971,0.70037354,2.132419859
OG0004621,33.2562071,24.75896236,28.25822832,29.9691353
OG0004622,8.152619093,9.435228711,8.045289678,11.99167795
OG0004623,0.046623414,0.255893258,0.800288568,2.202182086
OG0004624,2.673407251,18.14059292,6.540206484,2.181009302
OG0004625,0,0.564986072,0.116931205,0.197590352
OG0004626,4.319337092,3.060835131,2.630367465,2.734588742
OG0004628,54.67085472,87.98168733,92.64197402,100.1849189
OG0004629,28.96924695,13.78616081,9.929111483,6.552067019
OG0004630,33.69107211,14.35692455,7.037516509,4.5700517
OG0004631,14.24211142,37.58931804,11.01589848,12.69642355
OG0004634,41.76696574,39.29099374,44.5114429,45.48643761
OG0004635,8.345708664,7.886105375,9.05905269,10.62699948
OG0004638,44.72021626,28.61668995,38.14596612,34.17124943
OG0004639,15.79430526,6.037113021,4.984758821,5.820510071
OG0004640,14.41998895,8.232123571,9.066652321,9.787974252
OG0004642,155.6088702,101.4580263,127.2204339,114.585263
OG0004643,96.18730596,54.40448134,70.70883672,112.7639335
OG0004645,6.823270786,2.61374229,2.273353374,3.058641208
OG0004646,51.28462248,175.6529404,256.3883123,185.8958126
OG0004647,1.756657904,4.322582988,5.996781446,3.866181797
OG0004648,51.32862573,103.2541216,1.627353454,0.204588176
OG0004649,20.87498674,16.05492761,13.32778887,15.19860608
OG0004652,3.622075316,4.633111061,9.405129981,11.19440256
OG0004653,145.0406062,134.6727956,126.4435728,118.4354751
OG0004656,9.473677642,6.249421361,5.704848057,6.179497602
OG0004657,144.8149889,819.7435494,2060.522449,2878.340508
OG0004658,12.30814464,8.07764408,5.227626507,5.931198275
OG0004659,15.01856471,6.327700047,5.659260891,6.261680641
OG0004661,52.64252218,8.891110577,13.51052875,25.28682381
OG0004666,7.995296041,7.116062642,7.726219687,9.389669738
OG0004667,5.474144932,64.83527848,74.35219383,28.40894325
OG0004668,105.5816666,46.77855587,32.17529816,30.54214976
OG0004675,6.095022697,2.506605902,3.501966232,5.001194907
OG0004676,20.84880147,27.65744998,56.38182159,158.8276138
OG0004677,87.525268,26.96098848,20.43774647,20.07420465
OG0004678,85.66301785,4.499062293,4.040629416,4.205365795
OG0004680,7.021870646,1.793857217,1.103188267,1.286550563
OG0004682,1.017740206,2.176838668,2.615943605,3.604418517
OG0004685,15.04505965,6.524549547,8.948641302,11.51517241
OG0004686,18.20616006,5.858761531,0.0891978,0.383490335
OG0004688,18.17499233,8.841053834,8.493415255,8.633760301
OG0004689,10.45769268,7.50675934,8.640993202,10.15693068
OG0004690,61.77347525,45.4131226,48.11634974,45.74200638
OG0004691,8.753690028,16.327846,27.02570737,46.28924644
OG0004692,4.694663637,2.984504584,2.251017989,2.507051218
OG0004693,92.60465142,168.7213031,205.1280593,113.1314711
OG0004694,11250.60469,24224.84654,10554.43704,4281.539691
OG0004695,345.4028983,760.906835,373.1359577,305.5560324
OG0004778,13.1776631,9.175211639,9.180635569,9.763754964
OG0004782,8.197498176,1.567926225,1.911627913,1.674194233
OG0004783,29.39122719,53.26311718,25.3027462,29.17964154
OG0004784,4.651679317,673.0749432,2261.688729,753.6585019
OG0004785,19.22129178,15.31581277,16.78225774,15.69326813
OG0004786,1.427286284,9.548334351,33.9072027,69.07940777
OG0004787,8.037366907,2.664362986,2.119316377,1.529934494
OG0004788,30.20248926,30.29782606,43.1956519,48.9403881
OG0004789,0.353494088,0,0.220755695,0.212368045
OG0004790,23.72958176,21.40293498,31.90449554,48.9098503
